name1,id1,slug1,name2,id2,slug2,match_type,similarity,confidence,action,keep_id,reason
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","B. V. Nandini Reddy","fd3111ce-4fd2-4341-a2c3-c8b75743e920","celeb-b-v-nandini-reddy","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","B. V. Prasad","52cc1c29-8098-4faa-bccc-a55f48e63f26","celeb-b-v-prasad","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","B. Vittalacharya","53654ac4-e4d1-4cf7-bdb4-fc7754b02c22","celeb-b-vittalacharya","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Babu Rao","a76b95b6-67e6-4dfc-91f3-f125b45f0675","celeb-babu-rao","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bapu","651bdc5e-6b8e-48b9-801a-4ae5a5064ade","celeb-bapu","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bellamkonda Srinivas","274a17df-ae7e-4e58-8ee0-ff1eaee6c833","celeb-bellamkonda-srinivas","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhagyaraj","31bdaa59-58db-4690-ad84-6dcaa7386044","celeb-bhagyaraj","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhanu Chander","71476596-7275-4532-be84-631e99c81e15","","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhanuchander","77b6b8f3-559d-4563-81a5-b9a65edf600f","celeb-bhanuchander","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhanumathi Ramakrishna","0f44232a-79a0-4a5f-939f-0e1038cf8fac","celeb-bhanumathi-ramakrishna","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bharathiraja","c0831f5d-31da-43e0-b63e-cf884b9dd196","celeb-bharathiraja","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhargava","2fa4faa6-afa4-4a7d-87b8-cefc5ccdd765","celeb-bhargava","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhaskar","d6c9a466-cd85-4d15-8ba3-dd545259fb30","celeb-bhaskar","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bhimaneni Srinivasa Rao","0556cd81-751e-4646-a6c5-9caa098c4d71","celeb-bhimaneni-srinivasa-rao","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Bobby Kolli","1bae3b77-8c6f-4d09-8354-88e5cc71c6fb","celeb-bobby-kolli","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Boyapati Srinu","8adae272-e7c4-4e48-94fc-d5f047c023ba","celeb-boyapati-srinu","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","Brahmanandam","27cb5d8e-40a1-4f5d-847e-da4c3f3c0fc2","celeb-brahmanandam","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","90% similar names"
"B","1c01255a-ae10-4035-8ec7-22f485487955","celeb-b","BVS Rama Rao","85276bca-3260-4005-9a8f-92e4a9210d5b","celeb-bvs-rama-rao","fuzzy_medium",0.9000,0.7650,"manual_review","1c01255a-ae10-4035-8ec7-22f485487955","Different name format (initials vs full)"
"Bhanu Chander","71476596-7275-4532-be84-631e99c81e15","","Bhanuchander","77b6b8f3-559d-4563-81a5-b9a65edf600f","celeb-bhanuchander","fuzzy_medium",0.9231,0.7846,"manual_review","77b6b8f3-559d-4563-81a5-b9a65edf600f","Spacing difference"
"Chandra Mohan","7b4239ee-a744-4591-9b04-4e8609627e7b","celeb-chandra-mohan","Chandramohan","39963462-2470-488d-8e0b-0d75a0acd7e5","celeb-chandramohan","fuzzy_medium",0.9231,0.7846,"manual_review","7b4239ee-a744-4591-9b04-4e8609627e7b","Spacing difference"
"E V V Satyanarayana","da60dad4-f36d-4e36-8467-a231c42f9524","celeb-e-v-v-satyanarayana","E.V.V. Satyanarayana","25f2f198-b386-463a-87d4-61655dbe088d","celeb-e-v-v-satyanarayana","fuzzy_medium",0.8947,0.7605,"manual_review","25f2f198-b386-463a-87d4-61655dbe088d","Different name format (initials vs full)"
"E. V. V. Satyanarayana","ec8d245c-7c81-41c5-93f9-d0a458d2b8a8","","E.V.V. Satyanarayana","25f2f198-b386-463a-87d4-61655dbe088d","celeb-e-v-v-satyanarayana","fuzzy_medium",0.8947,0.7605,"manual_review","25f2f198-b386-463a-87d4-61655dbe088d","Spacing difference"
"Gopichand","58936790-e107-4b42-90f9-ce0b1adf6c59","celeb-gopichand","Gopichand Malineni","4af4109f-bda4-4557-91c6-ff2ab96ae3fe","celeb-gopichand-malineni","fuzzy_medium",0.9000,0.7650,"manual_review","58936790-e107-4b42-90f9-ce0b1adf6c59","Different name format (initials vs full)"
"Jandhyala","265f1268-e5e4-4836-a9f7-436c86a237fe","celeb-jandhyala","Jandhyala Subramanya Sastry","43d45481-b2fc-4a9f-a07d-5b27e0ce91c4","celeb-jandhyala-subramanya-sastry","fuzzy_medium",0.9000,0.7650,"manual_review","265f1268-e5e4-4836-a9f7-436c86a237fe","Different name format (initials vs full)"
"Jaya Prada","9144620f-4abd-4ba6-a713-494ea336cf76","jaya-prada","Jayaprada","fcb5d352-c9e7-4fd3-9aac-7fbe8c18a818","","fuzzy_medium",0.9000,0.7650,"manual_review","9144620f-4abd-4ba6-a713-494ea336cf76","Spacing difference"
"Jayalalitha","3e18a500-ed87-4122-9fc4-7a54dce3bb82","celeb-jayalalitha","Jayalalithaa","2839233f-e743-4949-99f6-0f7704899710","celeb-jayalalithaa","fuzzy_medium",0.9000,0.7650,"manual_review","3e18a500-ed87-4122-9fc4-7a54dce3bb82","Transliteration variant"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K Balachander","e47f51c1-c14a-4a73-b461-eae5e17ab72b","celeb-k-balachander","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Bapayya","89c96b26-0714-4066-a5cb-1b8cc916af5a","celeb-k-bapayya","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Murali Mohan","0cc96e22-e034-4e72-a870-7aabcf7ab2dc","celeb-k-murali-mohan","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Raghavendra Rao","39c99f78-e266-4449-8f00-1dbc4190c455","celeb-k-raghavendra-rao","fuzzy_medium",0.9000,0.7650,"manual_review","39c99f78-e266-4449-8f00-1dbc4190c455","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. S. Prakash Rao","469d6186-55cc-41e5-bbed-1d874f75b6c1","celeb-k-s-prakash-rao","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. S. R. Das","6a903db0-b953-48e2-ace3-c370a3653386","celeb-k-s-r-das","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Vasu","4093b4eb-2453-4cca-a7e1-bb7f154344b1","celeb-k-vasu","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Vijaya Bhaskar","4ddfd7a7-5746-4411-8e54-9eb527b8969b","celeb-k-vijaya-bhaskar","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K. Viswanath","79a2bf18-9024-4e08-85c3-843252eef4af","celeb-k-viswanath","fuzzy_medium",0.9000,0.7650,"manual_review","79a2bf18-9024-4e08-85c3-843252eef4af","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","K.S.R. Das","a6215fa5-680b-4b0b-afcd-0e43accadbea","celeb-k-s-r-das","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kadri Venkata Reddy","9cc94fd8-8f9a-4833-b16f-198df0ce3491","celeb-kadri-venkata-reddy","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kaikala Satyanarayana","291b42c7-3839-4ef0-afa4-6cfbf6afb070","celeb-kaikala-satyanarayana","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kamal Haasan","7890f100-d9c8-40d5-b8bf-25c17bb63c08","celeb-kamal-haasan","fuzzy_medium",0.9000,0.7650,"manual_review","7890f100-d9c8-40d5-b8bf-25c17bb63c08","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kamalakara Kameshwara Rao","ff96c57f-b0d5-4580-ba8f-1091d1affefe","celeb-kamalakara-kameshwara-rao","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kamalakara Kameswara Rao","7c169da1-299b-49e0-8cdf-94542b159c8c","celeb-kamalakara-kameswara-rao","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kanta Rao","441f3f10-b379-44e1-9891-e739fe6c0752","kanta-rao","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Karthik","3eb313ba-73b2-47ae-997e-1617cebcd95d","celeb-karthik","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","90% similar names"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kartikeya Gummakonda","648c0967-0364-42c4-81a5-ec5d72f83325","celeb-kartikeya-gummakonda","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Karuna Kumar","868afb60-1d0f-4bed-ae2a-50f4746db660","celeb-karuna-kumar","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kiran Abbavaram","31b4830f-c402-4554-9178-607b8df92579","celeb-kiran-abbavaram","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kishore Tirumala","61862f93-12b5-46fb-ad2a-f275aee3dd33","celeb-kishore-tirumala","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kodanda Rami Reddy","9f7a6c1d-c515-4062-9436-ae170cc37094","celeb-kodanda-rami-reddy","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kodandarami Reddy","b15157d0-e667-4be8-b470-eb6955a9b3c6","celeb-kodandarami-reddy","fuzzy_medium",0.9000,0.7650,"manual_review","b15157d0-e667-4be8-b470-eb6955a9b3c6","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kodi Ramakrishna","4ede5acc-b5c9-4d38-8521-70e825f179bc","celeb-kodi-ramakrishna","fuzzy_medium",0.9000,0.7650,"manual_review","4ede5acc-b5c9-4d38-8521-70e825f179bc","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kongara Jaggayya","12246ccf-e690-41f3-b33e-5b9951bfd054","celeb-kongara-jaggayya","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Koratala Siva","624ea752-3eac-404e-848f-4987a640936e","celeb-koratala-siva","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kota Srinivasa Rao","a90577fc-e11a-4857-b948-4a011f1ea0c4","celeb-kota-srinivasa-rao","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Kranthi Kumar","20f4a875-77a5-41b5-99de-655994552d25","celeb-kranthi-kumar","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krasna","10f6b25d-0425-4a54-98cf-b4903b1f6811","celeb-krasna","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","90% similar names"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krishna","9be067b1-ac2f-4377-9d54-8b2567135b77","celeb-krishna","fuzzy_medium",0.9000,0.7650,"manual_review","9be067b1-ac2f-4377-9d54-8b2567135b77","90% similar names"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krishna Chaitanya","20f274cf-7580-405d-b810-e4d0c100dc36","celeb-krishna-chaitanya","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krishna Vamsi","66071834-3fa8-462b-a411-320bb59ff755","celeb-krishna-vamsi","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krishnam Raju","94ff24d8-d486-4f18-8f53-8c5e84ada8f1","krishnam-raju","fuzzy_medium",0.9000,0.7650,"manual_review","94ff24d8-d486-4f18-8f53-8c5e84ada8f1","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","Krithi Shetty","254e75a3-ac8b-41f8-a7d4-9a261f01a1e4","celeb-254e75a3","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","Different name format (initials vs full)"
"K","daf7dc6e-c045-4f9b-b9e7-5233655e3393","celeb-k","KVAS","5e615def-8c31-4168-866c-0d1d12498396","celeb-kvas","fuzzy_medium",0.9000,0.7650,"manual_review","daf7dc6e-c045-4f9b-b9e7-5233655e3393","90% similar names"
"Kanchana","bd844067-63a6-4ae3-947d-301fc42977fc","kanchana","Kanchanamala","19d43aed-44a1-49b6-a308-7dc32870d179","celeb-kanchanamala","fuzzy_medium",0.9000,0.7650,"manual_review","bd844067-63a6-4ae3-947d-301fc42977fc","90% similar names"
"Kodanda Rami Reddy","9f7a6c1d-c515-4062-9436-ae170cc37094","celeb-kodanda-rami-reddy","Kodandarami Reddy","b15157d0-e667-4be8-b470-eb6955a9b3c6","celeb-kodandarami-reddy","fuzzy_medium",0.9444,0.8028,"manual_review","b15157d0-e667-4be8-b470-eb6955a9b3c6","Spacing difference"
"Kodi Ramakrishna","4ede5acc-b5c9-4d38-8521-70e825f179bc","celeb-kodi-ramakrishna","Krishna","9be067b1-ac2f-4377-9d54-8b2567135b77","celeb-krishna","fuzzy_medium",0.9000,0.7650,"manual_review","9be067b1-ac2f-4377-9d54-8b2567135b77","Different name format (initials vs full)"
"Krishna","9be067b1-ac2f-4377-9d54-8b2567135b77","celeb-krishna","Krishna Chaitanya","20f274cf-7580-405d-b810-e4d0c100dc36","celeb-krishna-chaitanya","fuzzy_medium",0.9000,0.7650,"manual_review","9be067b1-ac2f-4377-9d54-8b2567135b77","Different name format (initials vs full)"
"Krishna","9be067b1-ac2f-4377-9d54-8b2567135b77","celeb-krishna","Krishna Vamsi","66071834-3fa8-462b-a411-320bb59ff755","celeb-krishna-vamsi","fuzzy_medium",0.9000,0.7650,"manual_review","9be067b1-ac2f-4377-9d54-8b2567135b77","Different name format (initials vs full)"
"Krishna","9be067b1-ac2f-4377-9d54-8b2567135b77","celeb-krishna","Krishnam Raju","94ff24d8-d486-4f18-8f53-8c5e84ada8f1","krishnam-raju","fuzzy_medium",0.9000,0.7650,"manual_review","94ff24d8-d486-4f18-8f53-8c5e84ada8f1","Different name format (initials vs full)"
"Maheshwari","57d3b2ab-8d83-45cf-87e4-317d45e5e9aa","","Maheswari","610da989-c3e0-4e77-82c8-8e62d099cb36","celeb-maheswari","fuzzy_medium",0.9000,0.7650,"manual_review","610da989-c3e0-4e77-82c8-8e62d099cb36","90% similar names"
"Manjula","1741f482-6164-4a21-8346-a936ade8130f","manjula","Manjula Vijayakumar","4d5df10d-b511-48e5-8de4-3bfc43455561","","fuzzy_medium",0.9000,0.7650,"manual_review","1741f482-6164-4a21-8346-a936ade8130f","Different name format (initials vs full)"
"Meena","b7a7c9a1-5fb6-4a89-9812-6f29e1be7ca6","celeb-meena","Meenakshi Chaudhary","d58d52c7-5203-4196-9384-0e1bcd369887","celeb-meenakshi-chaudhary","fuzzy_medium",0.9000,0.7650,"manual_review","b7a7c9a1-5fb6-4a89-9812-6f29e1be7ca6","Different name format (initials vs full)"
"Muppalaneni Shiva","17722446-ba4a-4f87-b2f2-76ff0b188376","celeb-muppalaneni-shiva","Muppalaneni Siva","78daadab-4ec6-4893-b9bf-e5e656e4e7db","celeb-muppalaneni-siva","fuzzy_medium",0.9412,0.8000,"manual_review","17722446-ba4a-4f87-b2f2-76ff0b188376","94% similar names"
"N T Rama Rao","56e96776-389c-498c-9e4d-e099031e7f04","n-t-rama-rao","N.T. Rama Rao","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","celeb-n-t-rama-rao","fuzzy_medium",0.9167,0.7792,"manual_review","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","Different name format (initials vs full)"
"N.T. Rama Rao","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","celeb-n-t-rama-rao","N.T. Rama Rao Jr.","5e9bdc8d-63f8-4007-93dc-e03824a243cf","celeb-n-t-rama-rao-jr-","fuzzy_medium",0.9000,0.7650,"manual_review","2066cd3d-60ec-46b2-86f0-eb4c50b2253a","Different name format (initials vs full)"
"Naga Shaurya","9b3fba37-c96b-4407-89d3-0e329eaa0b9a","celeb-naga-shaurya","Naga Shourya","303c9687-1d0e-42c4-acc1-e7a042e3e14e","celeb-naga-shourya","fuzzy_medium",0.9167,0.7792,"manual_review","9b3fba37-c96b-4407-89d3-0e329eaa0b9a","92% similar names"
"Nandu","c4421d93-fc48-4478-87dd-7d92e52addcf","celeb-nandu","Nandu Vijay Krishna","1ae8b834-1ce2-4a1d-9070-a584ae2f10aa","celeb-nandu-vijay-krishna","fuzzy_medium",0.9000,0.7650,"manual_review","c4421d93-fc48-4478-87dd-7d92e52addcf","Different name format (initials vs full)"
"Nara Rohit","0d3c270a-908b-4723-b3d7-ea92bfe6411b","celeb-nara-rohit","Nara Rohith","413563f4-9760-4157-8608-d98593ff4aff","celeb-nara-rohith","fuzzy_medium",0.9000,0.7650,"manual_review","0d3c270a-908b-4723-b3d7-ea92bfe6411b","90% similar names"
"Ntr","2d95e0a9-5623-442a-8d56-6d4cf96b5cb9","celeb-ntr","NTR Jr","da06dfbc-9f68-43e0-8af6-92a7c220b68d","celeb-ntr-jr","fuzzy_medium",0.9000,0.7650,"manual_review","2d95e0a9-5623-442a-8d56-6d4cf96b5cb9","Different name format (initials vs full)"
