ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),Synopsis,TMDB ID,IMDb ID,Slug,Created At,Issues/Notes
666d9a1a-def4-4bbb-a7a7-5657738fbe10,"Padandi Munduku","",1962,Telugu,Excellent,"Kongara Jaggayya","Garikapati Varalakshmi","V. Madhusudhan Rao","S. P. Kodandapani","Kongara Jaggayya","P. Chengaiah","J. Sathyanarayana","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/thumb/8/85/Padandi_Munduku.png/330px-Padandi_Munduku.png,"Drama, Romance, Family",,"Padandi Munduku is an emotional drama that explores the depths of human relationships. Directed by V. Madhusudhan Rao, the film stars Kongara Jaggayya and Garikapati Varalakshmi in lead roles. This 19",1599347,,padandi-munduku-1962,2026-01-04,""
8a2686d8-95e2-4347-8613-96a509c045c4,"Shanta","",1961,Telugu,Excellent,"Akkineni Nageswara Rao","Krishna Kumari","V Madhusudhana Rao","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/commons/f/f8/VHS-newbldg.jpg,"Drama, Romance, Family",,"Shanta is an emotional drama that explores the depths of human relationships. Directed by V Madhusudhana Rao, the film stars Akkineni Nageswara Rao and Krishna Kumari in lead roles. This 1961 release ",,,shanta-1961,2026-01-04,"No music director"
dd1b498e-7532-4802-a339-5cb803c1a6c9,"Babli Bouncer","బబ్లీ బౌన్సర్",2022,Telugu,Good,"Sahil Vaid","Tamannaah Bhatia","Madhur Bhandarkar","Tanishk Bagchi","Vineet Jain","Amit Joshi","Himman Dhamija","",,,YES,https://image.tmdb.org/t/p/w500/iX2vylrLdiiDBGaA3xhPobJp7dW.jpg,"Comedy, Drama",,"A first-of-its-kind for her village, Babli takes up a bouncer's job to win over her love, leading to a series of funny and heart-warming events.",1002082,,babli-bouncer-2022,2026-01-12,"No rating"
19bc0324-80de-4386-8db6-81f9324e94f6,"Mumbai Saga","",2021,Telugu,Good,"John Abraham","","Sanjay Gupta","Amar Mohile","Bhushan Kumar","Robin Bhatt","Ayananka Bose","",,,YES,https://image.tmdb.org/t/p/w500/4xTtLkGEmUD5Oqjsv3lrkeLr2NW.jpg,"Action, Drama, Crime",,"A 2021 Telugu film directed by Sanjay Gupta.",608746,,mumbai-saga-2021,2026-01-12,"No rating; No heroine"
3ba14033-504a-42b8-8709-9ed05ec44ba6,"Madhagaja","",2021,Telugu,Good,"Sriimurali","Ashika Ranganath","S. Mahesh Kumar","Ravi Basrur","Umapathy Srinivas Gowda","G. Deepak","I. Naveen Kumar","",,,YES,https://image.tmdb.org/t/p/w500/rFhp8DlrhUzVLO0pW3cIyGoF7S.jpg,"Action, Crime, Thriller",,"A 2021 Telugu film directed by S. Mahesh Kumar.",673184,,madhagaja-2021,2026-01-12,"No rating"
1ed8526e-092e-4c3a-bc13-34b92bd70a29,"Annabelle Sethupathi","",2021,Telugu,Good,"Vijay Sethupathi","Taapsee Pannu","Deepak Sundarrajan","Krishna Kishor","Sudhan Sundaram","Deepak Sundarrajan","Goutham George","",,,YES,https://image.tmdb.org/t/p/w500/1A33SYANAsoRR6wNalk1SviNI7F.jpg,"Horror, Comedy, Fantasy",,"A 2021 Telugu film directed by Deepak Sundarrajan.",864403,,annabelle-sethupathi-2021,2026-01-12,"No rating"
d6ee6ab1-8d6f-4186-8bae-412ed1f96fc2,"College Kumar","కాలేజ్ కుమార్",2020,Telugu,Good,"Rahul Vijay","Priya Vadlamani","Hari Santosh","","","Hari Santosh","","",,,YES,https://image.tmdb.org/t/p/w500/t97JGFIgjTaexOYBIJAyuMLAxdD.jpg,"Comedy, Drama",,"A 2020 Telugu film directed by Hari Santosh.",680988,,college-kumar-2020,2026-01-12,"No rating; No music director"
c5949c91-7b3a-4278-ae52-178706cdd8a7,"Putham Pudhu Kaalai","",2020,Telugu,Good,"Jayaram","Urvashi","Sudha Kongara Prasad","G. V. Prakash Kumar","","Rajiv Menon","Shreyaas Krishna","",,,YES,https://image.tmdb.org/t/p/w500/xNKFqFMos6VDvsJCzURAyalnmvD.jpg,"Drama, Family",,"A 2020 Telugu film directed by Sudha Kongara Prasad.",749032,tt13087958,putham-pudhu-kaalai-2020,2026-01-12,"No rating"
8de2c23e-055a-4087-9860-83a74be23f32,"Oh! Baby","ఓ బేబీ",2019,Telugu,Good,"","Anna Luna","B. V. Nandini Reddy","Kevin Dayrit","","","","",,,YES,https://image.tmdb.org/t/p/w500/hObx860kse5Tye1YOXOhxV5zvTt.jpg,"Comedy, Thriller",,"",624389,tt9348296,o-baby-yentha-sakkagunnave-2019,2026-01-12,"No hero; No rating"
ed056e98-466e-4367-95d2-1cc5f202213e,"Kee","",2019,Telugu,Good,"Jiiva","Nikki Galrani","Kalees","Vishal Chandrasekhar","S. Michael Rayappan","Kalees","Abinandhan Ramanujam","",,,YES,https://image.tmdb.org/t/p/w500/nhfmWGzYAvXJwSJJMvbXRhkUACM.jpg,"Thriller, Action",,"A 2019 Telugu film directed by Kalees.",412177,,kee-2019,2026-01-12,"No rating"
00d07415-78b6-4145-8bbd-a592d4d4d8ac,"Rocky: The Revenge","",2019,Telugu,Good,"Srikanth","Eshanya Maheshwari","K. C. Bokadia","Charan Arjun","","K. C. Bokadia","Ajmal Khan","",,,YES,https://image.tmdb.org/t/p/w500/eYnSsQRnLCv9jqWDvTuO0COzfgM.jpg,"Action, Crime, Drama",,"A 2019 Telugu film directed by K. C. Bokadia starring Srikanth and Eshanya Maheshwari.",594431,,rocky-the-revenge-2019,2026-01-12,"No rating"
9847e6d2-e641-445d-ad9f-8066e3120c4b,"Madura Raja","",2019,Telugu,Good,"Mammootty","","Vysakh","Gopi Sundar","Nelson Ipe","Uday Krishna","Shaji Kumar","",,,YES,https://image.tmdb.org/t/p/w500/1zR6dr7FXk3TPHeoS3LeaLsP30.jpg,"Action, Comedy, Family, Thriller",,"A 2019 Telugu film directed by Vysakh.",569104,,madura-raja-2019,2026-01-12,"No rating; No heroine"
bd03c874-559d-44f0-b5fd-bbab2502f093,"Amoli","",2018,Telugu,Good,"Rajkummar Rao","Vidya Balan","Jasmine Kaur Roy","Tajdar Junaid","","Jasmine Kaur Roy","","",,,YES,https://image.tmdb.org/t/p/w500/dv4vdAoaqeHeXa594DgDkl42FxH.jpg,"Documentary",,"A 2018 Telugu film directed by Jasmine Kaur Roy.",522988,,amoli-2018,2026-01-12,"No rating"
