ID,Title (English),Title (Telugu),Year,Language,Quality,Hero,Heroine,Director,Music Director,Producer,Writer,Cinematographer,Editor,Our Rating,TMDB Rating,Has Poster,Poster URL,Genres,Duration (min),TMDB ID,IMDb ID,Slug,Issues/Notes
07281748-889b-4ef8-a554-d9d4d6810016,"4 Letters","",2020,Telugu,Excellent,"Dhanraj Sukhram","Apsara Rani","Raguraj R","Bheems Ceciroleo","","","","",5,,YES,https://image.tmdb.org/t/p/w500/QvPTL3lL8yJKg1swnf4eMZ9sXk.jpg,"Romance",,581290,,4-letters-2020,""
58009354-8f82-4ce0-a552-f906bb7eaa07,"Utthara","",2020,Telugu,Excellent,"Sriram","Karishma","Thirupathi Rao","","","V. Ch. Vladimírov","","",5,,YES,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Utthara_Unni_Actress_Edavapathy.jpg/330px-Utthara_Unni_Actress_Edavapathy.jpg,"Action, Thriller",,691653,,utthara-2020,"No music director"
ea5c6dc6-5245-4731-8c83-be98c317589f,"Teja","",2017,Telugu,Excellent,"Jai","Anandi","B. N. Reddy","Ramoji Rao","Ramoji Rao","Susan Coyne","Ousama Rawi","",5,,YES,https://upload.wikimedia.org/wikipedia/en/e/e5/Teja_1992_film_poster.jpeg,"Drama, Romance, Action",,397520,,teja-2017,""
c786d237-ea01-4c5d-a763-e02ce7c26eb2,"Maya","",2017,Telugu,Excellent,"Dhanraj","Jayathi","Eeshwar","Jayanth C. Paranjee","Prabhas","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/a/ab/Eeswar_film_poster.jpg,"Horror, Thriller",,363212,,eeshwar-2017,""
cacdae23-751b-4c9e-a0bd-4e0a110aeff5,"Hello!","",2017,Telugu,Excellent,"Manoj Manchu","Sonal Chauhan","Vikram K. Kumar","","","Chi-ming Lei","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/commons/7/79/Manam_volcano.jpg,"Action, Romance",,483324,,vikram-kumar-2017,"No music director"
bb1f0ff5-0c22-45da-abb4-ccbc132e83e4,"Rishi","",2017,Telugu,Excellent,"Rishi","Remya Nambeesan","Bhagya Raj","Rishi coffin","Charles W. Fries","Rita Lakin","Richard Moore","",5,,YES,https://upload.wikimedia.org/wikipedia/commons/1/13/Rishi_Kapoor.jpg,"Drama, Adventure, TV Movie",,442105,,rishi-2017,""
3fb86635-792c-474c-9351-b633cb31dd3f,"VIP 2 (Lalkar)","",2017,Telugu,Excellent,"Girish Kumar","Rekha","Soundarya Rajinikanth","","","G.A. Baughan","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/commons/0/0b/Soundarya_Rajinikanth_promotes_VIP2_in_Delhi.jpg,"Action, Drama",,445580,,soundarya-rajinikanth-2017,"No music director"
340635c8-f4a4-410e-aa3f-ed1ba3f314f3,"Jayammu Nischayammu Raa","",2016,Telugu,Excellent,"Srinivasa Reddy","Poorna","Shiva Raj Kanumuri","Srinivasa Reddy","Srinivasa Reddy","","","",5,,YES,https://image.tmdb.org/t/p/w500/9pjhMTwJGGTzbK2MdwgHI3XmRpj.jpg,"Drama, Romance, Comedy",,430703,,jayammu-nischayammu-raa-2016,""
2d497846-2fbd-42fd-806b-a736158e2492,"Rojulu Marayi","",2016,Telugu,Excellent,"Tejus","Krishnudu","M Maruthi","Maruthi","Chetan Maddineni","Murali Krishna Mudidani","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/8/86/Rojulu_Marayi_%282016_film%29.jpg,"Romance, Comedy, Family",,409213,,rojulu-marayi-2016,""
4d45fe33-8711-4495-9ba1-2021d4030010,"Dongata","",2015,Telugu,Excellent,"Lakshmi Manchu","Lakshmi Manchu","Vamsee Krishna","Sai Karthik","Lakshmi Manchu","Sai Madhav Burra","","",5.2,5.2,YES,https://image.tmdb.org/t/p/w500/4LIQQRnJe549mo3kb61sfZ6YhZj.jpg,"Crime, Thriller, Mystery",,381677,tt4699254,dongata-2015,""
2c7b7199-e450-4391-9328-7a615f3e2552,"Best Actors","",2015,Telugu,Excellent,"Nandu","Erica Fernandes","Jaya B","","","","","",5,,YES,https://upload.wikimedia.org/wikipedia/commons/c/c1/Mahesh_Babu_at_61st_Filmfare_awards_south_%28cropped%29_2.jpg,"Drama, Romance, Comedy",,457453,,best-actors-2015,"No music director"
a9329dd7-6bd8-45d6-8667-aedaa4c43de9,"Naa Rakumarudu","",2014,Telugu,Excellent,"Naveen Chandra","Ritu Varma","K. Bhagyaraj","Naveen Chandra","Naveen Chandra","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/6/6a/Naa_Rakumarudu.jpg,"Drama, Romance",,248882,,naa-rakumarudu-2014,""
12e82a87-b0ea-45ed-b018-244e08e49000,"Karthikeya","",2014,Telugu,Excellent,"Nikhil Siddharth","Swathi Reddy","Chandoo Mondeti","Chandoo Mondeti","Nikhil Siddhartha","Salla Sorri","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/c/c5/Karthikeya_film_poster.jpg,"Mystery, Thriller",,295598,,karthikeya-2018,""
20c3e734-b856-4179-866b-e7bd1d5d4a7a,"Pelli Pustakam","",2013,Telugu,Excellent,"Rahul","Niti Taylor","Ramakrishna Machakanti","Rahul Ravindran","Rahul Ravindran","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/0/03/Pelli_Pustakam_%282013_film%29.jpg,"Romance, Family, Drama",,,,pelli-pustakam-2013,""
00d99949-171a-46c1-b193-fdc37270d583,"Toofan","",2013,Telugu,Excellent,"Ram Charan","Priyanka Chopra","Apurva Lakhia","Apoorva Lakhia","Reliance Entertainment","","","",5.3,,YES,https://upload.wikimedia.org/wikipedia/en/a/ad/Zanjeer_poster.jpg,"Action, Drama, Romance",,,,toofan-2013,""
41b60539-c6d7-4144-94a3-24a94d568a9e,"Mithunam","",2012,Telugu,Excellent,"Friends funding films","Mehreen Pirzada","Tanikella Bharani","","","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/thumb/3/37/Maharshi_poster.jpg/250px-Maharshi_poster.jpg,"Drama",,148590,,ch-ravi-kishore-babu-2018,"No music director"
b0f56d23-9340-40a9-8127-e36ee3814876,"Rakshana","",2011,Telugu,Excellent,"Jagapathi Babu","Shraddha Das","Ramesh Puppala","Uppalapati Narayana Rao","Nagarjuna","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/a/ac/Rakshana_telugu.jpg,"Action, Drama, Thriller",,,,rakshana-2011,""
c1533996-8bec-4ce4-a0aa-588d2638c41b,"Thimmaraju","",2011,Telugu,Excellent,"Sai Kumar","Bhanu Sri Mehra","Vijay Krishna","","","","","",5,,YES,https://images.filmibeat.com/img/popcorn/movie_posters/aadarshakutumbamhouseno47-ak47-20251210154150-11627.jpg,"Drama, Romance, Family",,,,thimmaraju-2011,"No music director"
c998c096-37f6-4338-977c-ed85cabdf7b1,"Aalasyam Amrutam","",2010,Telugu,Excellent,"Ananth","Tanish","Chandra Mahesh","D. Ramanaidu","D. Rama Naidu","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/e/ea/Aalasyam_Amrutam.jpg,"Drama, Romance, Family",,,,aalasyam-amrutam-2010,""
aa76bb69-8c33-4efe-a960-b72f428a9f07,"Nagavalli","",2010,Telugu,Excellent,"Daggubati Venkatesh","Anushka Shetty","P. Vasu","Gurukiran","Bellamkonda Suresh","P. Vasu","Shyam K. Naidu","",5.5,5.8,YES,https://image.tmdb.org/t/p/w500/5Z4RvsQAPSyx5ItW1UcpTjsRgae.jpg,"Horror, Comedy, Drama",,83154,,nagavalli-2010,""
65a55de8-df97-48e9-a59e-68be89624bf6,"Chalaki","",2010,Telugu,Excellent,"Sai Ram Shankar","Roma","M. Mahadev","","","","","",5,,YES,https://m.media-amazon.com/images/M/MV5BMmM3YWEwNjMtMTZlZS00MWI0LWFjNWQtZDgzODExOGZiOWE4XkEyXkFqcGc@._V1_.jpg,"Drama, Romance, Family",,,,chalaki-2010,"No music director"
2fa121f6-5556-472d-a9e7-334a9bf05f10,"Kathanayakudu","",2008,Telugu,Excellent,"Jagapati Babu","Meena","P. Vasu","G. V. Prakash Kumar","C. Aswani Dutt","P. Vasu","","",7.5,,YES,https://image.tmdb.org/t/p/w500/sguSvfQ0ImeSkqXhYZH9FTyxPhz.jpg,"Drama, Family",,1166562,,kathanayakudu-2008,""
7443bdd7-a3e5-4dcb-8a72-4af4714aa142,"Ullasamga Utsahamga","",2008,Telugu,Excellent,"|","Sneha Ullal","Yasho Sagar, Sneha Ullal, Sunil","G. V. Prakash Kumar","G. S. Ranganath B. P. Somu","A. Karunakaran","","",7.2,7.2,YES,https://image.tmdb.org/t/p/w500/vOV2xNRLGlliscaFJQAco3Dp6uz.jpg,"Romance",,82725,,ullasamga-utsahamga-2008,""
c4ea2405-f254-4cf2-a508-654d49be3ea3,"Krishnarjuna","",2008,Telugu,Excellent,"Manchu Vishnu","Mamta Mohandas","P. Vasu","M. M. Keeravani","B.S. Naggi Reddy","P. Vasu","M.M. Keeravani","Marthand K. Venkatesh",5.2,5.2,YES,https://upload.wikimedia.org/wikipedia/en/6/6c/Krishnarjuna_poster.jpg,"Drama, Romance, Action, Family",,117844,tt1150946,krishnarjuna-2008,""
f8b57570-81e3-4568-8942-2b3cd03c63a5,"Maharadhi","",2007,Telugu,Excellent,"Nandamuri Balakrishna","Sneha","P. Vasu","Gurukiran","Vakada Appa Rao","","","",3.8,2,YES,https://image.tmdb.org/t/p/w500/jvWk0l1mPPu3sVGocIUQSQN9RnM.jpg,"Drama, Period, Action",,266496,tt0924249,maharadhi-2007,""
46448a54-20ea-4406-8ce9-27df29e3e3fd,"Uppalapati Narayana Rao","",2007,Telugu,Excellent,"Venkateswara Rao Atluri","Vishakha Singh","Uppalapati Narayana Rao","","","","","",5,,YES,https://upload.wikimedia.org/wikipedia/commons/6/68/Unrao1.jpg,"Drama, Romance",,,,uppalapati-narayana-rao-2007,"No music director"
d89741ae-d12d-4ca2-b3e3-3deab099b8e8,"Maharathi","",2007,Telugu,Excellent,"Srikanth","Vijayashanthi","P. Vasu","Guru Kiran","Vakada Appa Rao","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/8/80/Maharathi_2007_poster.jpg,"Action, Drama, Period, War",,,,maharathi-2007,""
fd5ae123-c3c8-4b41-9d92-a593a744437e,"Nireekshana","",2005,Telugu,Excellent,"Tarun","Reema Sen","Vikraman","M. M. Srilekha","D. Rama Naidu","","","",5,,YES,https://upload.wikimedia.org/wikipedia/en/a/a8/Nireekshana_%282005_film%29.jpeg,"Drama, Romance, Family",,,,nireekshana-2005,""
595fa291-b77c-44b6-9b0a-da70a15d4289,"Cheppave Chirugali","",2004,Telugu,Excellent,"Venu Thottempudi","Ashima Bhalla","Vikraman","S A Rajkumar","Venkata Shyam Prasad","Vikraman","","",7,7,YES,https://image.tmdb.org/t/p/w500/fsVJXMtXW3LqlxtfIODrGnfWAB3.jpg,"Romance, Drama",,307952,,cheppave-chirugali-2004,""
338d1d9a-694e-45d6-87cf-417e9f763bda,"Vasantam","",2003,Telugu,Excellent,"Daggubati Venkatesh","Aarti Agarwal","Vikraman","S. A. Rajkumar","N.V. Prasad","","S. Saravanan","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/5/54/Vasantham_telugu.jpg,"Drama, Romance, Family",,218846,,vasantam-2003,""
fcfed3d3-fa17-48c0-82c8-4731684562cf,"Pranam","",2003,Telugu,Excellent,"Vineeth","Sada","Bharathiraja","Kamalakar","Maganti Babu","","","",4.2,3,YES,https://image.tmdb.org/t/p/w500/jNWflRzQ64OIbuV4yww0qpuqU1v.jpg,"Drama, Romance, Family, Social",,307938,tt1285133,pranam-2003,""
294db5e8-afbb-4139-8212-2d58f8654931,"Gemeni","",2002,Telugu,Excellent,"Daggubati Venkatesh","Namitha","Saran","R. P. Patnaik","B. Gurunath","Saran","P. S. Vinod","",6.4,5.2,YES,https://upload.wikimedia.org/wikipedia/en/d/d8/Gemeni_film_poster.jpg,"Drama, Romance, Family, Action",,279464,tt10409824,gemeni-2002,""
1e6cd2e6-b981-474b-bab9-232911647234,"Anaganaga Oka Ammai","",1999,Telugu,Excellent,"Srikanth","Soundarya","Ramesh Sarangan","Mani Sharma","","","","",5.5,,YES,https://upload.wikimedia.org/wikipedia/en/f/fe/Anaganaga_Oka_Ammai.jpg,"Romance, Drama",,,,anaganaga-oka-ammai-1999,""
48763e20-c59f-4c27-aacb-a6160a3e70ce,"Criminal","",1994,Telugu,Excellent,"Akkineni Nagarjuna","Manisha Koirala","Mahesh Bhatt","M. M. Keeravani","K.S. Rama Rao","Mahesh Bhatt","S. Gopal Reddy","G.G. Krishna Rao",5.8,,YES,https://upload.wikimedia.org/wikipedia/en/thumb/9/91/Criminal_1994_poster.jpg/327px-Criminal_1994_poster.jpg,"Action, Drama, Crime, Thriller",,385596,tt0109502,criminal-1994,""
7a42802b-65bd-4d37-b6a4-53ae078e408b,"Rakta Tarpanam","",1992,Telugu,Excellent,"Rajendra Prasad","Roja","A. Kodandarami Reddy","from many films which made me confident that he is","Aadi Sheshagiri Rao","Krishna","V. Ranga","",5.5,,YES,https://image.tmdb.org/t/p/w500/8jC5QsMGpoyhcdj5qDYYzu6SXq.jpg,"Action",,1612079,,rakta-tarpanam-1992,""
7c7f8721-77ca-418a-b02d-9532c5e6cc3b,"Anjali","",1990,Telugu,Excellent,"Raghuvaran","Revathi","Mani Ratnam","Ilaiyaraaja","G. Venkateswaran","Mani Ratnam","Madhu Ambat","",6,,YES,https://image.tmdb.org/t/p/w500/sCIqLX6yNBmFgI4OSLklVJP0Umh.jpg,"Drama, Romance, Family",,223365,,anjali-1990,""
a49f3ca0-b8fe-49af-a0aa-00236a964aff,"Geethanjali","గీతాంజలి",1989,Telugu,Excellent,"Akkineni Nagarjuna","Girija Shettar","Mani Ratnam","Ilaiyaraaja","C. Praveen Kumar Reddy","Mani Ratnam","P.C. Sreeram","B. Lenin, V.T. Vijayan",7.5,6.8,YES,https://image.tmdb.org/t/p/w500/oJINN06ZVX0OySIXANiGa9JtslW.jpg,"Drama, Romance",,148808,,geethanjali-1989,""
6c4440ae-4984-4d50-a025-3d5c4a6e2be2,"Chalaki Mogudu Chavali Pellam","",1989,Telugu,Excellent,"Rajendra Prasad","Rajani","Relangi Narasimha Rao","","","","","",6.5,,YES,https://placehold.co/300x450/1a1a2e/eee?text=Chalaki+Mogudu+Chavali+Pellam,"Comedy",,677013,,chalaki-mogudu-chavali-pellam-1989,"No music director"
4b361b66-77f7-4b49-b375-a094f1ea42f5,"Antima Teerpu","",1988,Telugu,Excellent,"Justin Hayles","Amber Lee","Jason Impey","Shyam","Ramoji Rao","Dennis Joseph","K. Ramachandra Babu","",7.5,,YES,https://image.tmdb.org/t/p/w500/cBiyLWl0BJkty1Eji8NsEhTThSJ.jpg,"Horror",,320392,,antima-teerpu-1988,""
eaccda06-7da8-4056-b26d-9f3ad7ffabea,"Jamadagni","",1988,Telugu,Excellent,"Krishna","Radha","Bharathiraja","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/6/69/Jamadagni_film_poster.jpg,"Action",,137377,,jamadagni-1988,"No music director"
2611d53a-2af0-44d4-b74b-0abee0a5069f,"Aradhana","",1987,Telugu,Excellent,"Chiranjeevi","Suhasini","Bharathiraja","Ilaiyaraaja","Allu Aravind","Bharathiraja","B. Kannan","",7,7,YES,https://image.tmdb.org/t/p/w500/hSl78puJIRuOtSPTflBH4jo4on0.jpg,"Romance, Drama",,279292,,aradhana-1987,""
985ec4ac-2ab2-4f42-9e07-5e4fd22f8079,"Samsaram Oka Chadarangam","",1987,Telugu,Excellent,"Sarath Babu","Suhasini Maniratnam","S. P. Muthuraman","K. Chakravarthy","M. Balasubramanian","S. P. Muthuraman","","",8,8,YES,https://image.tmdb.org/t/p/w500/cHiH9TxbBjyCcbWpYCCw8x0qmbT.jpg,"Drama",,1171725,,samsaram-oka-chadarangam-1987,""
42a803e4-e75b-4766-a645-9c0136b46b71,"Chiranjeevi","",1985,Telugu,Excellent,"Chiranjeevi","Vijayashanti","C. V. Rajendran","K. Chakravarthy","K Lakshmi Devi","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/wAxv5q8IhoAibQwduJaeO0OOBAY.jpg,"Crime",,279309,,chiranjeevi-1985,""
c53c4327-bdd7-44bc-ac9b-501ebcc9f312,"Pattabhishekam","",1985,Telugu,Excellent,"Nandamuri Balakrishna","Vijayashanti","K. Raghavendra Rao","Atul Gogavale","Ram Gopal Varma","","Sarvesh Murari","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/6/63/Pattabhishekam.jpg,"Romance",,281855,,pattabhishekam-1985,""
e8e681d4-fcca-467e-aa1f-c52cf5b4cf9a,"Rakta Sindhuram","",1985,Telugu,Excellent,"Prabhu Deva","Roja","Pavithran","K. Chakravarthy","A. S. R. Anjaneyulu","Yandamoori Veerendranath","Lok Singh","",7.5,,YES,https://image.tmdb.org/t/p/w500/kxHpB9jr8SQ1GqvfuBoE9LLH7Ep.jpg,"Romance",,249447,,rakta-sindhuram-1985,""
1e238a2f-0a89-4f4d-ad21-2e996c6de275,"Rojulu Marayi","",1984,Telugu,Excellent,"Rajendra Prasad","Krishnaveni","Maruthi, Murali","J. V. Raghavulu","K. V. V. Satyanarayana","G. Ramamohana Rao","S. Gopal Reddy","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/a/af/Rojulu_Marayi.jpg,"Romance, Comedy",,407267,,rojulu-marayi-1984,""
ecae4f38-16a0-450e-9297-2f183c853666,"Devanthakudu","",1984,Telugu,Excellent,"Chiranjeevi","Vijayashanti","S. A. Chandrasekhar","J. V. Raghavulu","G. Tirupathi Rao","S. A. Chandrasekhar","V. Lakshman","",7.5,,YES,https://image.tmdb.org/t/p/w500/4sVGH7YnEYmNsb1tu51cIeBqr2i.jpg,"Action, Comedy",,115008,,devanthakudu-1984,""
ec7b1c9a-3e0a-414a-9878-a083c6df4d47,"Dharmaatmudu","",1983,Telugu,Excellent,"Krishnam Raju","Jayasudha","Bharathiraja","Satyam","K. Kesava Rao","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/b/b6/Dharmaatmudu.jpg,"Drama, Romance, Social, Family",,,,dharmaatmudu-1983,""
b29ee1b0-1588-47ae-a0b5-4155e772ffef,"Chalaki Chellamma","",1982,Telugu,Excellent,"Sarath Babu","Sunitha","A. Kodandarami Reddy","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/te/4/43/Geetha_actress.jpg,"Drama, Romance, Family",,,,chalaki-chellamma-1982,"No music director"
4573fe79-3ff4-4817-aba1-6a0e4cc4df48,"Seethakoka Chilaka","",1981,Telugu,Excellent,"Karthik","Mucherla Aruna","Bharathiraja","","","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/rJIBsfX7vbmeGZUPLekSVmAzpPi.jpg,"Romance",,218636,,seethakoka-chilaka-1981,"No music director"
0b58ead7-2284-4bbf-be1c-18c9f775690d,"Chattaniki Kallu Levu","",1981,Telugu,Excellent,"Chiranjeevi","Madhavi, Lakshmi","S. A. Chandrasekhar","K. Chakravarthy","A. L. Abhinandhan","S. A. Chandrasekhar","V. S. R. Swamy","",6.3,,YES,https://image.tmdb.org/t/p/w500/oXAA95NBZDyCpmc0hwRdt8598dC.jpg,"Action, Crime",,114993,,chattaniki-kallu-levu-1981,""
6831aff4-99da-4cdc-b581-92c403e28eec,"Kotha Jeevithalu","",1980,Telugu,Excellent,"Suhasini","Hari","Bharathiraja","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/c/c0/Kotha_Jeevithalu.jpg,"Drama",,218636,,kotha-jeevithalu-1980,"No music director"
fbb6add6-ecfe-4b29-ae46-f905df9b8a2e,"Maavari Manchitanam","",1979,Telugu,Excellent,"Gummadi Venkateswara Rao","No Female Lead","B","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/d/d0/Maavari_Manchitanam.jpg,"Drama, Romance, Family",,,,maavari-manchitanam-1979,"No music director"
cfb97d2c-8ad7-4884-a866-c537a7f85f34,"Vetagaadu","",1979,Telugu,Excellent,"N. T. Rama Rao","Sridevi","K Vasu","","","","","",7.5,,YES,https://image.tmdb.org/t/p/w500/pgP1yYRo5Jj7W1cK3YUZ27aF7gz.jpg,"Drama, Romance, Family",,304374,,vetagaadu-1979,"No music director"
df549993-f861-45e5-a3e4-4e113e343276,"Shri Rama Bantu","",1979,Telugu,Excellent,"Chandra Mohan","Geetha","S. D. Lal","Satyam","Simon Danielsson","","","",6,,YES,https://upload.wikimedia.org/wikipedia/en/3/38/Sri_Rama_Bantu.jpg,"Drama",,1116147,,shri-rama-bantu-1979,""
f1d111a3-e18d-40d7-8dcf-3ddea22606c5,"Mugguru Muggure","",1978,Telugu,Excellent,"Krishna","Jayachitra","S.D. Lal","","","","","",6.5,,YES,https://archive.org/download/Mugguru_Muggure_1978-Song_Booklet/__ia_thumb.jpg,"Drama, Romance, Family",,,,mugguru-muggure-1978,"No music director"
f62805b3-f0e2-4b64-86fe-5ef524a701ba,"Karunamayudu","",1978,Telugu,Excellent,"Vijayachander","No Female Lead","A. Bhimsingh","B. Gopalam","","Johnson Modukuri","K. S. Prasad","",7.5,6,YES,https://image.tmdb.org/t/p/w500/pyBkw3GitA89uYXpVAtU1AWLYlq.jpg,"Drama, Romance, Family",,397850,,karunamayudu-1978,""
19587c16-9847-4d64-ad44-4101efe4727d,"Bangaru Manishi","",1976,Telugu,Excellent,"N. T. Rama Rao","Lakshmi","A. Bhimsingh","K. V. Mahadevan","P. Perraju","","","",7.5,,YES,https://archive.org/download/Bangaru_Manishi_1976-Song_Booklet/__ia_thumb.jpg,"Drama",,281883,,bangaru-manishi-1976,""
420f8186-9bd4-426e-9864-876c59751ff0,"Thathamma Kala","",1974,Telugu,Excellent,"Krishna","Vanisri","Dadasaheb","Saluri Rajeswara Rao","N.T. Rama Rao","N.T. Rama Rao","","",7.5,,YES,https://image.tmdb.org/t/p/w500/A16qCi5qBGJmKPObgG1tDeTanCZ.jpg,"Drama, Romance, Family",,1265526,,thathamma-kala-1974,""
b110e074-b59b-46fa-80f0-a346e44c04a1,"Srivaru Maavaru","",1973,Telugu,Excellent,"Krishna","Vanisri","B. S. Narayana","","","","","",7.5,,YES,https://archive.org/download/Srivaru_Maavaru_1973-Song_Booklet/__ia_thumb.jpg,"Comedy, Drama",,,,srivaru-maavaru-1973,"No music director"
ccc870ad-37f9-4157-9f1b-b95e62cc1761,"Bhale Mosagadu","",1972,Telugu,Excellent,"Chandra Mohan","Vijayalalitha","K Vasu","","","","","",7.5,,YES,https://archive.org/download/Bhale_Mosagadu_1972-Song_Booklet/__ia_thumb.jpg,"Drama, Romance, Family",,,,bhale-mosagadu-1972,"No music director"
74d202f4-69a0-4c6e-a062-e0cdd2238c02,"Pavitra Hrudayalu","",1971,Telugu,Excellent,"N. T. Rama Rao","Savitri","A. Bhimsingh","","","","","",7.5,,YES,https://archive.org/download/Pavitra_Hrudayalu_1971_Review/__ia_thumb.jpg,"Drama",,,,pavitra-hrudayalu-1971,"No music director"
82330833-3124-4248-89c4-0cee772d2865,"Chitti Chellelu","",1970,Telugu,Excellent,"N. T. Rama Rao","Vanisri","M. Krishnan Nair","","","","","",7.5,,YES,https://upload.wikimedia.org/wikipedia/en/1/1b/Chitti_Chellelu.jpg,"Drama, Family",,,,chitti-chellelu-1970,"No music director"
