MovieID,Title,Year,IssueType,Severity,Details,MissingFields,UnusualPattern
01f92cc3-78d8-4eca-aa30-53b94ce2e963,Alcohol,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
9a788ea5-670b-4391-bd86-d42245d8e683,Salaar: Part 2 - Shouryaanga Parvam,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
a8f83850-7d20-4fae-96ce-c79fadff6073,Spirit,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
bf004aae-cfc7-4f55-8001-2eaaf780782b,Anaganaga Oka Raju,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
8a41ee2a-ffa3-4812-b9f4-da5b8fedbaac,Swayambhu,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
32f15694-0b9d-4282-8f23-9b210e484af6,Seetha Payanam,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
493bd6c9-f290-46fe-932e-bf0af4d41eaf,Aakasam Lo Oka Tara,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
c21c6dfa-f0ce-4cae-966c-328f04980e07,Om Shanti Shanti Shantihi,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
003f3973-3b96-4590-9a66-5d6e74eef181,Mana Shankara Vara Prasad Garu,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
98bb4726-2efb-47fb-ba2b-8d754dc000d7,Ranger,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
8f789ada-dc92-4075-b01e-f052e1b3ab09,Ramayana: Part One,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
7e4251fe-2e63-4822-92f2-1b1967687358,Anantha,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
2c8c9285-69c9-4a8f-80da-42286d4eb79f,Sabhaku Namaskaram,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
172f3b50-0230-4758-b946-1faa6dce9d84,O'Romeo,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
ec935cb7-6256-4e70-948a-1b0e99ddd368,Fauzi,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
916dc0f6-b852-4702-9ce5-55721c7f09b5,The Bed,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
75db7c4e-2e7e-433c-9f5d-f754745ed68d,Vishwambhara,2026,missing_fields,medium,Movie could be enriched with additional data,title_te,
92f968c5-6334-4668-b647-9673b1c6d7e7,Gurram Paapi Reddy,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0e7dd87c-3f7a-4979-8f41-bab736376a16,Anaganaga,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
5720df8d-69e4-4d8b-bbc6-595cfe835244,LYF - Love Your Father,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
051530d9-c140-4547-9596-36f84aaea8a9,The Great Pre-Wedding Show,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
f2fb2a81-fa6b-4fb8-9712-945e0078676b,Shambhala,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
7830d5e4-4f55-476c-8064-d28c98716982,Gandhi Tatha Chettu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
cd2077cc-90b0-441d-a0d6-718e897166d0,Daksha: The Deadly Conspiracy,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
60d16d8b-596f-4a90-96db-4f3cc026a096,Shivangi,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a69f078b-c611-474d-905f-503b029270a4,Paanch Minar,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
83cfbf24-956b-4562-9f7e-20d331390fa6,They Call Him OG,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
da51694d-1938-4bab-ae11-c23dd07e0839,Oh Bhama Ayyo Rama,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
d712333a-7fe4-4072-8215-d1d681414bb6,14 Days (girlfriend Intlo),2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
9b79e4a5-05c6-4e41-a94b-f12e04456543,Mass Jathara,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
31340ac1-d389-43da-8cc3-46cf41bd2358,Mokshapatam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
197d0e1e-5f72-4bf2-9c74-b28f4595d910,Ari: My Name is Nobody,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
3b6fad1f-5cd8-4289-bebe-51762fa29489,Baapu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
d0259737-835f-499f-8efa-efc96066b93f,Raju Weds Rambai,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
70234803-85ac-4cd3-93c7-046fb63ddb7b,Bhairavam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4be85d09-80ea-42ef-bcb9-8ad2cf872147,Oka Pathakam Prakaaram,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
34825973-65dd-4b2b-b0d9-c28ba5f4a870,Akkada Ammayi Ikkada Abbayi,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
3baf9e44-580c-48d9-b274-817ae19a0ee9,Enuguthondam Ghatikachalam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
91ecf255-a36d-40d3-a24f-6e17cfc8cbc5,Mazaka,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
e3e0b067-e518-418c-959b-4a6fa248b846,Sundarakanda,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4f1d41e1-1abd-49cc-be6b-06cb1301e013,Jack,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
7c89abbe-0280-44d0-936e-313d2cd701b5,Ghaati,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
12d29504-6a82-4127-8b09-699431a72a8c,Neeli Megha Shyama,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
50624e7f-6a76-4a12-8d2a-d4cf9bbd5bfe,Dear Uma,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4ff6082f-4b3c-4f5c-bfda-6c18efeae670,Arjun Chakravarthy,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
88f6251e-2aae-4f0c-8e9d-d3460577d5fc,The 100,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
8c9d218a-015e-41e6-a059-f14d5a61af80,28 Degree Celsius,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0b47413f-165d-4dff-b262-f518bde41d9e,1000 Waala,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
eb082268-e3bc-4fd3-856d-223803ff01c5,Kannappa,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
e3efb488-dfd7-4ab8-931b-77dad1190da0,Subham,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
d2fb1457-aa59-4b6a-9f2b-d1316ec4357a,Uppu Kappurambu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
b9d8a3b5-a8a3-4d40-a81f-11b6f27c2cee,Oka Brundavanam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
ddcd03b2-3251-4dba-a28c-510a4f2b9813,K-Ramp,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
cd3dd204-11bb-4ca4-abd2-2b874341ad1d,8 Vasantalu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0f7953dd-4d65-4642-9071-03309d8df2a0,Dhandoraa,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0d584cfe-dec0-437e-9d77-8b8a8c92b703,(MAD)²,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4b827497-760b-44b2-82f5-b2646919721c,Pelli Kaani Prasad,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
b3c45ff8-b3aa-4e78-b093-764abae51db9,Kingdom,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4ac2b5ff-e664-4f48-bcad-a0923b4ad192,Chaurya Paatham,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
dd38c3da-0f8b-4883-a74a-c9bb53e3280a,Baahubali: The Epic,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
df62cba3-6cc3-4bc1-a123-1b5888565bb8,Arjun Son of Vyjayanthi,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
e4ff32a4-84d1-472b-a628-cf9e95489214,Police Vari Heccharika,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a506eb39-aacb-4c0a-8c5e-026975001405,Mowgli,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
91332f5b-bf80-40ac-9c36-0f0e93321f38,Junior,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a01a41c0-3c4d-48a1-a8ec-7bfb22d6b4f7,Show Time,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
1f00e2b0-52cf-43dc-9dc3-8955f86d96eb,Ilanti Cinema Meereppudu Chusundaru,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
64ecbbf2-8ff6-48bc-a20c-e237f04aeb5d,Meghalu Cheppina Prema Katha,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
8f2c2a21-6f3c-43b9-94bc-6f9e930228a6,Kishkindhapuri,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
b1f6e396-ca26-4ec7-9b98-b34d1df84e99,Tuk Tuk,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
fd61ee14-b517-4de2-bc62-30cd066dc7e1,Break Out,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0b5772ca-dd81-4a3f-9376-ca9810ab019e,Santhana Prapthirasthu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
11094f6d-281d-47e9-aa62-790e00e5adfe,Premistunnaa,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
3bba67a9-3508-41e8-ad49-10e35ae7b18c,Daaku Maharaaj,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4d62b72f-b132-4507-97be-ff2aceebc96f,Dhanraj,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
478e3c21-a0b9-41ed-a3d4-579f8250effd,Paradha,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
dfbfaa21-222f-4dbc-998c-53597241ccc2,Telusu Kada,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
fae84446-8b02-4d04-8724-cf5740fd4edc,Shashtipoorthi,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
ea7641bb-ae11-437e-bd79-8e202acb9b19,Little Hearts,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
894d1d6e-bd41-4bfa-88d1-90f2d69f55f6,Sarangapani Jathakam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
f2bf37c3-035a-4842-9e74-18c480cf2877,Jatadhara,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
5b87d658-4ad5-4335-83df-eef640057fb0,Chiranjeeva,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
b2c20516-d0de-4d9a-a75b-f4d88844c77b,Brahma Anandam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
f48124a4-f0aa-49ad-ba84-68189d8df219,Thandel,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
e2f2ecb7-fe43-4fa8-9977-bb151dd6205e,Ramam Raghavam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
72991cd4-6fe7-4137-abb5-70a025ed37a7,Thammudu,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
8a9566ce-d39f-4f3d-b695-719fa2b46f4e,23 (Iravai Moodu),2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
f27bb516-5c8c-4e67-92c7-8e52d8daf9a5,Blind Spot,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
8acb6e4f-ea0c-47ff-8393-96da24306c50,Laila,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
2c705228-bf3c-4083-ac28-dfacbd14ff01,Game Changer,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
c009c674-60a0-43f1-a31f-24ecbe84ee3c,Eesha,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a589821a-c786-4630-bc0f-29cb4fcd999f,Patang,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
d7ef50fb-8626-4ba8-a3e2-a788203d5a30,Premante,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
c5fa9d9a-54eb-4a1a-9e6f-52d3dbcd675d,Kuberaa,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
4353aed0-7765-4ff1-9f2c-5ba631ea470e,Robinhood,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
e7f63990-af3c-4fcc-a17c-9f2c237d91c1,Suryapet Junction,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a4128ec3-6a8a-4689-9200-bdd1c29a9902,Thala,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
17cfd6e7-5351-47ef-82f0-da0ee3338f84,Janata Bar,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
436224a2-75c0-4981-a71d-6a867ee5a41d,#Single,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
453771e6-75f9-49d2-941a-1f51d4ecce9b,Solo Boy,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
72fab334-ca29-4eda-9b88-562d0b192079,Dreamcatcher,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
7644c301-207d-47f9-8e8a-e0bd5a105113,Sankranthiki Vasthunam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
121b701e-10b2-43ec-8563-f24a1b49a36c,Akhanda 2: Thaandavam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
663813c1-2372-42b3-9dfc-cd78bef3e62c,Odela 2,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
d3481d20-3977-458b-b577-bf586d8ce8b9,HIT: The Third Case,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
14bee483-6dde-4a53-afd5-f478d2e2fc58,11:11,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
47e7b810-f8c3-4bc1-9adb-0e2bd208043f,Bhavani Ward 1997,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
66a71777-30bc-41a8-85d7-c04d7245aaf7,Super Raja,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
ddd938c2-458a-4f51-8389-74a5d7e12c0d,Ponton's Heart,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
435fc3c9-975b-472f-bbbe-949ae4e76488,12A Railway Colony,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
62044050-4f06-40b8-850a-d3d5525ee8ed,Thank You Dear,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
9627be84-dcce-4fe3-a6a1-afc7e332f815,Sasivadane,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
3c9eb759-6620-4b85-88fb-61b16beb99b8,Court: State vs. A Nobody,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
b8d637a7-7778-4ac6-8ade-630cc964e854,Dilruba,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
00209ec1-6249-4698-b482-e0c95201d060,Hathya,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
10a30dff-2d34-46bc-9271-bf0b84815df0,Sikandar,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
242ebf11-fae3-4bce-8cc6-9e0b60898a44,Elumale,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
345e8989-bdc7-45b5-b1ae-3c83ddb7bf9d,Jaat,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
7fa3bf5a-b2c6-44b1-83a5-a5ac3bb14fa0,Dinasari,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
ff6942e4-9ca1-4c5d-95f7-1881f825385e,Blackmail,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
0ee2c153-fec8-4352-b30f-741eab42e56f,Konjam Kadhal Konjam Modhal,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
1ccb2d27-a3bc-4c80-857d-8184e720042a,Akhanda 2,2025,missing_fields,high,Movie information is incomplete,genres;title_te,
a6e90e17-87ba-452b-8e42-f0f5629f6959,The Girlfriend,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
8d49f7c3-b928-4f5d-a5c2-ea18b09c670c,Mirai,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
061e48a7-85c5-4bd9-af6c-afc7da7a0f4e,Hari Hara Veera Mallu: Part 1 – Sword vs Spirit,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
a7aa9ae5-0409-421d-94d3-0ac211987208,Chaurya Paatam,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
2d747ddf-da74-4d00-a25d-671bde2ab788,Andhra King Taluka,2025,missing_fields,medium,Movie could be enriched with additional data,title_te,
f13f66b8-0096-4d9b-99b1-db118e37b864,The Birthday Boy,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
496f55b1-10ae-4773-a9f9-0942e0cb3f31,Matka,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
b0f28bfb-b14d-4c57-9e22-34d3deb4286d,Oka Manchi Prema Katha,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
bf906524-fd6d-4ef2-939e-f93836bfa171,Appudo Ippudo Eppudo,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
83fb958b-cabe-4bde-b5fe-ecf07d3ebc0a,Veeranjaneyulu Vihara Yatra,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
c72f01df-4676-4f3f-bb8c-126e950735ea,Om Bheem Bush,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
16e7c5b3-6c24-47b0-9782-163d6bec7d7f,Sarangadhariya,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
9a287ff4-7409-491b-bd1e-54a32e0ca42c,Jilebi,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
93ea903a-d6c1-4a58-87af-003474e8ec3a,Maa Nanna Superhero,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
0ef00a7b-cc1a-4e82-9e89-a60c271a4c0a,Bhimaa,2024,missing_fields,medium,Movie could be enriched with additional data,title_te,
