Year	Title	Director	Hero	Heroine	TMDB_ID	Status	Genre
1953	Puttillu	Garikapati Raja Rao	N.T. Rama Rao	B. Saroja Devi			Drama
1953	Bratuku Teruvu	P. S. Ramakrishna Rao	N.T. Rama Rao	Malathi			Drama
1953	Chandirani	B. S. Ranga	N.T. Rama Rao	Anjali Devi			Drama
1953	Gumastha	Ramanand Sagar	N.T. Rama Rao	Savitri			Drama
1953	Paradesi	L.V. Prasad	Akkineni Nageswara Rao	Bhanumathi			Drama
1953	Kanna Talli	B. S. Ranga	N.T. Rama Rao	Master Venu			Drama
1953	Prema LekhaluDubbed from Hindi	Raja Nawathe	Raj Kapoor	Nargis			Drama
1953	Lakshmi	Ghantasala Balaramayya	N.T. Rama Rao	Bhanumathi			Drama
1953	Chivaruku Miguledhi Emi Unadhi	P. S. Ramakrishna Rao	A. Nageswara Rao	Savitri			Drama
1953	Pichi Pullayya	Tatineni Prakash Rao	N.T. Rama Rao	Savitri			Drama
1953	Pratigna	H. M. Reddy	Akkineni Nageswara Rao	Pushpavalli			Drama
1953	Kodarikam	B. S. Ranga	N.T. Rama Rao	Bhanumathi			Drama
1953	Manjari	P. Pullaiah	N.T. Rama Rao	Bhanumathi			Drama
1953	Ammalakkalu	Shanti Kumar	Akkineni Nageswara Rao	Bhanumathi			Drama
1952	Palletooru	B. A. Subba Rao	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1952	Santhi	A. S. A. Sami	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1952	Chinnamma Katha	F. Nagoor	Akkineni Nageswara Rao	Bhanumathi			Drama
1952	Manavathi	P. S. Ramakrishna Rao	Akkineni Nageswara Rao	Bhanumathi			Drama
1952	Peda Raithu	Kashyap	N.T. Rama Rao	Savitri			Drama
1952	Sahasam	Avala Savitri	N.T. Rama Rao	Bhanumathi			Drama
1952	Chinna Kodalu	Deekshit	Akkineni Nageswara Rao	Pushpavalli			Drama
1952	Rajeswari	B. S. Ranga	N.T. Rama Rao	Bhanumathi			Drama
1952	Maradalu Pelli	Ghantasala Balaramayya	N.T. Rama Rao	Savitri			Drama
1952	Dharma Devatha	P. Pullaiah	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1952	Aadarsham	M. L. Pathi	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1952	Sankranti	S. S. Vasan	N.T. Rama Rao	Janaki			Drama
1952	Daasi	Lingam	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1952	Praja Seva	K. B. Srinivasan	N.T. Rama Rao	Sowcar Janaki			Drama
1951	Agni Pareeksha	G. R. S. Rao	N.T. Rama Rao	Pushpavalli			Drama
1951	Aada Janma	Deekshitulu	Akkineni Nageswara Rao	Anjali Devi			Drama
1951	Navvithe Navaratnalu	Vedantam Raghavayya	N.T. Rama Rao	Pushpavalli			Drama
1951	Tilottama	S. S. Vasan	N.T. Rama Rao	Bhanumathi			Mythological
1951	Rupavathi	Ellis R. Dungan	Akkineni Nageswara Rao	B. S. Saroja			Drama
1951	Aakasa Raju	Ghantasala Balaramayya	Akkineni Nageswara Rao	Anjali Devi			Drama
1951	Nirdoshi	H.M. Reddy	Akkineni Nageswara Rao	Anjali Devi			Drama
1951	Stree Sahasam	R. S. Junnarkar	N.T. Rama Rao	B. Saroja Devi			Mythological
1951	Chandravanka	V. Nagayya	N.T. Rama Rao	B. Saroja Devi			Drama
1951	Perantalu	Masthan	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1951	Deeksha	Kasturi Siva Rao	N.T. Rama Rao	Pushpavalli			Drama
1951	Soudamini	K. B. Srinivasan	N.T. Rama Rao	B. Saroja Devi			Drama
1951	Mantra Dandam	Ardeshir Irani	N.T. Rama Rao	Sowcar Janaki			Drama
1951	Mangala	S S Nayak	N.T. Rama Rao	Bhanumathi			Drama
1951	Penkipilla	C. Pullaiah	N.T. Rama Rao	Savitri			Drama
1950	Modhati Rathri	Kodandapani	N.T. Rama Rao	Anjali Devi			Drama
1950	Beedala Patlu	Ellis Duncan	N.T. Rama Rao	Anjali Devi			Drama
1950	Sri Saibaba	Ardeshir Irani	N.T. Rama Rao	Anjali Devi			Drama
1950	Sri Lakshmamma Katha	Ghantasala Balaramayya	A Nageswara Rao	Anjali Devi			Mythological
1950	Samsaram	L. V. Prasad	Akkineni Nageswara Rao	N. T. Rama Rao			Drama
1950	Paramanandayya Sishyulu	V. Nagayya	N.T. Rama Rao	Pushpavalli			Mythological
1950	Thirugubatu	P. Pullaiah	C. H. Narayana Rao	Mukkamala			Drama
1950	Jeevitham	V. Nagayya	N.T. Rama Rao	B. Saroja Devi			Drama
1950	Aahuti	P. Pullaiah	Akkineni Nageswara Rao	Suryakantham			Drama
1950	Maaya Rambha	Tatineni Prakash Rao	Akkineni Nageswara Rao	Anjali Devi			Drama
1950	Swapna Sundari	Vishwanath	Akkineni Nageswara Rao	Anjali Devi			Drama
1950	Vaali – Sugreeva	B.S. Ranga	N.T. Rama Rao	Sowcar Janaki			Mythological
1950	Adhrusta Deepudu	T. R. Sundaram	Akkineni Nageswara Rao	Pushpavalli			Drama
1950	Lakshmamma	Ghantasala Balaramayya	Akkineni Nageswara Rao	Pushpavalli			Drama
1949	Gunasundari Katha	K. S. Ramdas	Akkinepalli Ramaprasad	B. Jayamma			Mythological
1949	Keelu Gurram	Ramanand	N.T. Rama Rao	Bhanumathi			Mythological
1949	Dharmangadha	P. Pullaiah	N.T. Rama Rao	Pushpavalli			Mythological
1949	Abhisyanta Kalapam	N. Sankara Rao	Akkineni Nageswara Rao	B. Saroja Devi			Drama
1949	Mana Desam	L. V. Prasad	Chittoor V. Nagaiah, C.H. Narayana Rao	C. Krishnaveni			Drama
1948	Geetanjali	L. V. Prasad	Akkineni Nageswara Rao	Bhanumathi			Drama
1948	Ratnamala	P. S. Ramakrishna	Akkineni Nageswara Rao	No Female Lead			Drama
1948	Suvarnamala	V. Nagayya	Akkineni Nageswara Rao	Pushpavalli			Drama
1948	Balaraju	Ghantasala Balaramayya	Akkineni Nageswara Rao	Anjali Devi			Drama
1948	Drohi	L.V. Prasad	K.S. Prakash Rao	G. Varalakshmi			Drama
1948	Vindhya Rani	C. Pullayya	G. Varalakshmi	No Female Lead			Drama
1948	Bhakta Sriyala	P. Pullaiah	Akkineni Nageswara Rao	Bhanumathi			Mythological
1948	Vindhyarani	C. Pullaiah	Akkineni Nageswara Rao	G. Varalakshmi			Mythological
1948	Madalasa	B. S. Ranga	Akkineni Nageswara Rao	B. S. Saroja			Drama
1947	Radhika	V. Nagayya	Akkineni Nageswara Rao	S. Varalakshmi			Drama
1947	Brahma Ratham	Ghantasala Balaramayya	Akkineni Nageswara Rao	Kanchanamala			Mythological
1947	Gollabhama	K. S. Prakash Rao	Akkineni Nageswara Rao	Bhanumathi			Drama
1947	Palnati Yuddham	L.V. Prasad	N.T. Rama Rao	Pushpavalli			Mythological
1947	Varudhini	B.V. Ramanandam	S.V. Ranga Rao	Dasari Tilakam			Drama
1946	Returning Soldier	Ellis R. Dungan	Unknown	Unknown			Drama
1946	Bhakta Tulasidas	R. S. Prakash	Honnavar	Kannamba			Mythological
1946	Vanarani	C.S. Rao	Kasturi Siva Rao	Varalakshmi			Mythological
1946	Narada Naradhi	S. D. S. Yogiyar	Akkineni Nageswara Rao	Pushpavalli			Drama
1946	Tyagayya	Chittor V. Nagaiah	Chittor V. Nagaiah	Sundaramma			Mythological
1946	Mangalasutram	V. Nagayya	Chittor V. Nagaiah	Pushpavalli			Mythological
1946	Griha Pravesam	L.V. Prasad	L.V. Prasad	Bhanumathi Ramakrishna			Drama
1946	Sethu Bandhanam	R. Padmanabhan	M. Ramana Rao	M.S. Mohanambal			Mythological
1945	Swarga Seema	B. S. Ranga	Akkineni Nageswara Rao	B. Jayamma			Mythological
1945	Paduka Pattabhishekam	Kadaru Nagabhushanam	C.S.R. Anjaneyulu	Pushpavalli			Mythological
1944	Samsara Naradhi	Kadaru Nagabhushanam	C.S.R. Anjaneyulu	P. Kannamba			Mythological
1944	Oka Roju Raju	Jyothi Sinha	Jandhyala Gaurinatha Sastri	Purnima			Drama
1943	Chenchu Lakshmi	S. S. Vasan	Akkineni Nageswara Rao	Pushpavalli			Drama
1943	Panthulamma	Gudavalli Ramabrahmam	V. Umamaheswara Rao	Lakshmi Rajyam			Drama
1943	Garuda Garvabhangam	Ghantasala Balaramayya	Vemuri Gaggaiah	P. Bhanumathi			Drama
1943	Bhakta Kabiru	R. S. Prakash	Chittor V. Nagaiah	No Female Lead			Mythological
1943	Pathi Bhakti	R. Krishnan	Bellari Raghava	Kannamba			Mythological
1942	Satyame Jayam	A. S. A. Sami	V. Nagayya	Pushpavalli			Mythological
1942	Sumati	Aodore Alloor	Chittor V. Nagaiah	Pushpavalli			Mythological
1942	Deena Bandhu	H. S. Surya	V. Nagayya	Pushpavalli			Drama
1942	Jeevana Mukthi	R. S. Prakash	V. Nagayya	Pushpavalli			Mythological
1942	Babruvahana	R. S. Prakash	Akkineni Nageswara Rao	Kanchanamala			Mythological
1942	Patni	V. Nagayya	V. Nagayya	Kumari			Drama
1942	Bhakta Prahlada	Ghantasala Balaramayya	Akkineni Nageswara Rao	No Female Lead			Mythological
1942	Satyabhama	C. Pullaiah	V. Nagayya	Pushpavalli			Drama
1941	Tarumaru	N.D. Vijayababu	Ramakrishna Sastry	Hemavathi			Mythological
1941	Parvati Kalyanam	Ghantasala Balaramayya	C.S.R. Anjaneyulu	Santha Kumari			Mythological
1941	Tara Sasankam	Chittajallu Pullaiah	Akkineni Nageswara Rao	Kanchanamala			Mythological
1941	Dakshayagnam	R. S. Prakash	V. Nagayya	Pushpavalli			Mythological
1941	Chandrahasa	R. S. Choudhary	V. Nagayya	Pushpavalli			Mythological
1941	Apavadu	Jithen Banerji	Chittor V. Nagaiah	P. Kannamba			Mythological
1941	Mahatma Gandhi	R. S. Junnarkar	V. Nagayya	B. Jayamma			Drama
1941	Dharma Patni	P. Pullaiah	V. Nagayya	Pushpavalli			Drama
1941	Choodamani	Y. R. Swamy	V. Nagayya	Pushpavalli			Mythological
1941	Bhaktimala	H. S. Rawail	V. Nagayya	No Female Lead			Mythological
1941	Talli Prema	Jyotish Sinha	C.S.R. Anjaneyulu	P. Kannamba			Drama
1940	Mahiravana	A. S. A. Sami	V. Nagayya	P. Kannamba			Mythological
1940	Bondam Pelli	Gudavalli Ramabrahmam	V. Nagayya	P. Kannamba			Mythological
1940	Meerabai	Ellis R. Dungan	V. Nagayya	Pushpavalli			Mythological
1940	Illalu	Gudavalli Ramabrahmam	S. Rajeswara Rao	Raavu Balasaraswathi			Drama
1940	Barrister Parvateesam	H. M. Reddy	Lanka Satyam	G. Varalakshmi			Drama
1940	Bhoja Kalidasu	H. S. Das	V. Nagayya	Pushpavalli			Mythological
1940	Malathi Madhavam	C. Pullaiah	K. Kameshwara Rao	Bhanumathi Ramakrishna			Mythological
1940	Chandika	Debaki Bose	V. Nagayya	Kanthamani			Mythological
1940	Chaduvukunna Bharya	L. V. Prasad	V. Nagayya	No Female Lead			Mythological
1940	Viswa Mohini	Y. V. Rao	V. Nagayya	Pushpavalli			Mythological
1940	Kalachakram	R. S. Prakash	V. Nagayya	Kanchanamala			Drama
1936	Sati Tulasi	H. M. Reddy	Vemuri Gaggaiah	Surabhi Kamalabai			Mythological
