Year	Title	Director	Hero	Heroine	TMDB_ID	Status	Genre
1975	Santanam Soubhagyam	D. S. Prakash Rao	Krishna	Vijaya Nirmala			Drama
1975	Santhanam Soubhagyam	Dasari Narayana Rao	Krishnam Raju	Vanisri			Drama
1975	Soubhagyavathi	P. Chandrasekhara Reddy	Krishna	Vanisri			Drama
1975	Sri Chamundeswari Mahima	Addala Narayana Rao	B. Saroja Devi	Latha			Drama
1975	Sri Ramanjaneya Yuddham	Bapu	N.T. Rama Rao	B. Saroja Devi			Mythological
1975	Swargam Narakam	Dasari Narayana Rao	Krishnam Raju	Annapoorna			Drama
1975	Teerpu	Bapu	Sobhan Babu	Sarada			Drama
1975	Thota Ramudu	Dasari Narayana Rao	Akkineni Nageswara Rao	Vanisri			Drama
1975	Vaikuntapali	K. Vasu	Krishna	Vijaya Nirmala			Drama
1975	Vayasochina Pilla	Lakshmi Deepak	Murali Mohan	Lakshmi			Drama
1975	Yashoda Krishna	C.S. Rao	Ramakrishna	Baby Sridevi			Drama
1974	Adambaralu Anubandhalu	K. Vasu	Krishna	Vanisri			Drama
1974	Adapillala Tandri	Dasari Narayana Rao	Krishna	Vanisri			Drama
1974	Amma Manasu	K. Vasu	Krishna	Vanisri			Drama
1974	Ammayi Pelli	B. Vittalacharya	Chandra Mohan	Latha			Drama
1974	Anaganaga Oka Thandri	C. S. Rao	Krishnam Raju	Bharathi			Drama
1974	Bangaaru Kalalu	Adurthi Subba Rao	Akkineni Nageswara Rao	No Female Lead			Drama
1974	Bantrotu Bharya	Dasari Narayana Rao	Akkineni Nageswara Rao	Vanisri			Drama
1974	Bhoomi Kosam	K.B. Tilak	N.T. Rama Rao	Prabha			Drama
1974	Deeksha	Kvasula Ramesh	Krishnam Raju	Vani Sri			Drama
1974	Deergha Sumangali	Adurthi Subba Rao	Krishna	Vanisri			Drama
1974	Devadasu	Vijayachander	Krishna	Vanisri			Drama
1974	Dhanavanthulu Gunavanthulu	K. Vasu	Krishna	Vijaya Nirmala			Drama
1974	Dorababu	Tatineni Rama Rao	Akkineni Nageswara Rao	Manjula			Drama
1974	Evariki Vare Yamuna Theere	Dasari Narayana Rao	Raja Baby	Roja Ramani			Drama
1974	Gali Patalu	K.B. Srinivasan	Krishna	Vanisri			Drama
1974	Gowri	P. Chandrasekhara Reddy	Krishna	Vijaya Nirmala			Drama
1974	Gundelu Teesina Monagaadu	N. B. Chakravarthi	Kanta Rao	Jyothi Lakshmi			Drama
1974	Inti Kodalu	K. Vasu	Krishna	Vanisri			Drama
1974	Intiniti Katha	K. Balachander	Krishna	Vanisri			Drama
1974	Kannavari Kalalu	K. Vasu	Sobhan Babu	Vanisri			Drama
1974	Khaidi Babai	Dasari Narayana Rao	N.T. Rama Rao	Vanisri			Drama
1974	Kode Nagu	K Vasu	Chandra Mohan	Jayasudha			Drama
1974	Krishnaveni	V. Madhusudhana Rao	Krishnam Raju	Vanisri			Drama
1974	Manshulu Mati Bommalu	B. Baskar	Krishna	Jamuna			Drama
1974	Manushullo Devudu	Bollichina Bhaskar Rao	N.T. Rama Rao	Vanisri			Drama
1974	Nomu	P. Chandrasekhara Reddy	Sobhan Babu	Vanisri			Drama
1974	Palleturi Chinnodu	B. Gopal	Sobhan Babu	Vanisri			Drama
1974	Peddalu Maarali	Dasari Narayana Rao	Sobhan Babu	Vanisri			Drama
1974	Premalu Pellillu	Dasari Narayana Rao	Sobhan Babu	Vanisri			Drama
1974	Radhamma Pelli	Dasari Narayana Rao	Krishna	Sreevidya			Drama
1974	Ram Raheem	B. A. Subba Rao	N.T. Rama Rao	No Female Lead			Drama
1974	Satyaniki Sankellu	K Balachander	Krishna	Vanisri			Drama
1974	Tatamma Kala	B. Vittalacharya	N.T. Rama Rao	Jamuna			Drama
1974	Thathamma Kala	Dadasaheb	Krishna	Vanisri			Drama
1974	Thulambaram	K Vasu	Krishnam Raju	Vanisri			Drama
1974	Urvasi	K. Bapayya	Sanjeev Kumar	Sharada			Drama
1974	Uthama Illalu	Dasari Narayana Rao	Krishna	Vanisri			Drama
