"Title","Year","Role Type","Is Primary","Appears As","Sources","Confidence","Status","TMDB ID","IMDb ID"
"Rebel","2012","lead","Yes","","tmdb, wikidata","0.75","Exists","135870","tt2235858"
"Himmatwala","2013","lead","Yes","","tmdb, wikidata","0.75","Exists","180680","tt2344678"
"Cameraman Ganga Tho Rambabu","2012","lead","Yes","","tmdb","0.50","Exists","138667",""
"Kaloori","2007","lead","Yes","","tmdb","0.50","Exists","137888",""
"Tadakha","2013","lead","Yes","","tmdb","0.50","Exists","204395",""
"Happy Days","2007","lead","Yes","","tmdb, wikidata","0.75","Exists","199160","tt1214961"
"Kedi","2006","lead","Yes","","tmdb, wikidata","0.75","Exists","224609","tt1966496"
"Veeram","2014","lead","Yes","","tmdb, wikidata","0.75","Added","247504","tt3320578"
"Bāhubali: The Beginning","2015","lead","Yes","","tmdb","0.50","Exists","256040",""
"Humshakals","2014","supporting","No","","tmdb, wikidata","0.75","Added","273505","tt3036740"
"It's Entertainment","2014","lead","Yes","","tmdb","0.50","Exists","278347",""
"Babli Bouncer","2022","lead","Yes","","tmdb","0.50","Exists","1002082",""
"Plan A Plan B","2022","lead","Yes","","tmdb, wikidata","0.75","Exists","1018220","tt15238986"
"Bandra","2023","lead","Yes","","tmdb","0.50","Exists","1013057",""
"Aagadu","2014","lead","Yes","","tmdb, wikidata","0.75","Exists","294413","tt2988020"
"Ananda Thandavam","2009","lead","Yes","","tmdb, wikidata","0.75","Exists","323152","tt1365436"
"Nannbenda","2015","cameo","No","","tmdb","0.50","Added","329591",""
"Sri","2005","lead","Yes","","tmdb","0.50","Exists","330755",""
"Odela 2","2025","lead","Yes","","tmdb, wikidata","0.75","Exists","1257693","tt31529147"
"Vasuvum Saravananum Onna Padichavanga","2015","lead","Yes","","tmdb","0.50","Exists","352113",""
"Bāhubali 2: The Conclusion","2017","supporting","No","","tmdb","0.50","Added","350312",""
"Bengal Tiger","2015","lead","Yes","","tmdb","0.50","Exists","363152",""
"Oopiri","2016","lead","Yes","","tmdb, wikidata","0.75","Exists","369925","tt5039054"
"Ready","2008","cameo","No","","tmdb","0.50","Added","73583",""
"Dharmadurai","2016","lead","Yes","","tmdb","0.50","Added","373587",""
"Inji Iduppazhagi","2015","cameo","No","","tmdb","0.50","Added","357708",""
"K.G.F: Chapter 1","2018","supporting","No","","tmdb","0.50","Added","564147",""
"Stree 2","2024","supporting","No","","tmdb","0.50","Added","1112426",""
"Devi(L)","2016","lead","Yes","","tmdb","0.50","Exists","408475",""
"Kaththi Sandai","2016","lead","Yes","","tmdb","0.50","Exists","410480",""
"Anbanavan Asaradhavan Adangadhavan","2017","lead","Yes","","tmdb","0.50","Exists","420055",""
"Netru Indru Naalai","2008","lead","Yes","","tmdb, wikidata","0.75","Exists","1324933","tt1582564"
"Sketch","2018","lead","Yes","","tmdb, wikidata","0.75","Exists","453068","tt6872436"
"Alludu Seenu","2014","cameo","No","","tmdb","0.50","Added","315934",""
"Speedunnodu","2016","cameo","No","","tmdb","0.50","Added","449733",""
"Jai Lava Kusa","2017","cameo","No","","tmdb","0.50","Added","101736",""
"Khamoshi","2019","lead","Yes","","tmdb","0.50","Exists","496028",""
"Naa Nuvve","2018","lead","Yes","","tmdb, wikidata","0.75","Exists","530071","tt7838158"
"Kanne Kalaimaane","2019","lead","Yes","","tmdb","0.50","Exists","530957",""
"Kalidasu","2008","lead","Yes","","tmdb, wikidata","0.75","Exists","531031","tt1285123"
"Sye Raa Narasimha Reddy","2019","supporting","No","","tmdb","0.50","Added","496495",""
"F2: Fun and Frustration","2019","lead","Yes","","tmdb","0.50","Exists","566914",""
"Next Enti?","2018","lead","Yes","","tmdb, wikidata","0.75","Exists","568212","tt6972212"
"Aa Bb Kk","2018","lead","Yes","","tmdb, wikidata","0.75","Exists","576466","tt7504214"
"Jaguar","2016","cameo","No","","tmdb","0.50","Added","420843",""
"Devi 2","2019","lead","Yes","","tmdb","0.50","Exists","584795",""
"Chand Sa Roshan Chehra","2005","lead","Yes","","tmdb, wikidata","0.75","Exists","586077","tt0466367"
"Petromax","2019","lead","Yes","","tmdb","0.50","Exists","616896",""
"Action","2019","lead","Yes","","tmdb","0.50","Exists","623364",""
"Sarileru Neekevvaru","2020","cameo","No","","tmdb, wikidata","0.75","Added","607313","tt10773090"
"Seetimaarr","2021","lead","Yes","","tmdb","0.50","Exists","791303",""
"F3: Fun and Frustration","2022","lead","Yes","","tmdb","0.50","Exists","802065",""
"Gurtunda Seetakalam","2022","lead","Yes","","tmdb","0.50","Exists","804916",""
"Maestro","2021","lead","Yes","","tmdb","0.50","Added","811938",""
"Sikandar Ka Muqaddar","2024","lead","Yes","","tmdb, wikidata","0.75","Exists","1252470","tt31522415"
"Nayanthara: Beyond the Fairy Tale","2024","supporting","No","","tmdb","0.50","Added","1382447",""
"Ranger","2026","lead","Yes","","tmdb","0.50","Exists","1389146",""
"Raid 2","2025","cameo","No","","tmdb","0.50","Added","1227128",""
"VVAN","2026","lead","Yes","","tmdb","0.50","Exists","1384514",""
"Bāhubali: The Epic","2025","supporting","No","","tmdb","0.50","Added","1511417",""
"O'Romeo","2026","supporting","No","","tmdb","0.50","Added","1275574",""
"Sree","2005","supporting","No","","wikidata","0.50","Added","","tt0483999"
"Kalloori","2007","supporting","No","","wikidata","0.50","Added","","tt1160328"
"Badrinadh","2011","supporting","No","","wikidata","0.50","Added","","tt1625856"
"Cameraman Gangatho Rambabu","2012","supporting","No","","wikidata","0.50","Added","","tt2327239"
"Thadaka","2013","supporting","No","","wikidata","0.50","Added","","tt2398340"
"Entertainment","2014","supporting","No","","wikidata","0.50","Added","","tt2978626"
"Baahubali: The Beginning","2015","supporting","No","","wikidata","0.50","Added","","tt2631186"
"Baahubali: The Beginning","2016","supporting","No","","wikidata","0.50","Added","","tt2631186"
"Ranveer Ching Returns","2016","supporting","No","","wikidata","0.50","Added","","tt5985494"
"Baahubali: The Beginning","2017","supporting","No","","wikidata","0.50","Added","","tt2631186"
"Baahubali 2: The Conclusion","2017","supporting","No","","wikidata","0.50","Added","","tt4849438"
"Baahubali 2: The Conclusion","2018","supporting","No","","wikidata","0.50","Added","","tt4849438"
"F2 – Fun and Frustration","2019","supporting","No","","wikidata","0.50","Exists","","tt8188610"
"F3","2022","supporting","No","","wikidata","0.50","Added","","tt13645322"
