"Title","Year","Role Type","Is Primary","Appears As","Sources","Confidence","Status","TMDB ID","IMDb ID"
"Sundarakanda","2008","lead","Yes","","tmdb, wikidata","0.75","Exists","82924","tt1153117"
"Kulu Manali","2012","supporting","No","","tmdb","0.50","Added","642024",""
"Roommates","2006","lead","Yes","","tmdb","0.50","Exists","347363",""
"Ugram","2023","lead","Yes","","tmdb, wikipedia","0.75","Exists","1069937",""
"James Bond","2015","lead","Yes","","tmdb, wikidata","0.75","Exists","360133","tt4896340"
"Aa Okkati Adakku","2024","lead","Yes","","tmdb","0.50","Exists","1282465",""
"Shambo Shiva Shambo","2010","lead","Yes","","tmdb, wikipedia, wikidata","0.95","Exists","308306","tt1637995"
"Bommalata","2006","supporting","No","","tmdb","0.50","Added","395065",""
"Bommana Brothers Chandana Sisters","2008","lead","Yes","","tmdb, wikidata","0.75","Exists","117010","tt1601812"
"Mama Manchu Alludu Kanchu","2015","lead","Yes","","tmdb, wikidata","0.75","Exists","401901","tt5295670"
"Dhanalaxmi I Love You","2002","lead","Yes","","tmdb","0.50","Exists","308014",""
"Party","2006","lead","Yes","","tmdb, wikipedia, wikidata","0.95","Exists","410268","tt1080774"
"Dongala Bandi","2008","lead","Yes","","tmdb","0.50","Exists","307892",""
"Jump Jilani","2014","lead","Yes","","tmdb","0.50","Exists","422578",""
"Aakasa Ramanna","2010","lead","Yes","","tmdb, wikidata","0.75","Exists","1009916","tt2074328"
"Selfie Raja","2016","lead","Yes","","tmdb, wikipedia","0.75","Exists","430121",""
"Bandipotu","2015","lead","Yes","","tmdb, wikipedia, wikidata","0.95","Exists","465571","tt4479870"
"Intlo Deyyam Nakem Bhayam","2016","lead","Yes","","tmdb, wikidata","0.75","Exists","433673","tt6889700"
"Gopi Goda Meeda Pilli","2006","lead","Yes","","tmdb","0.50","Exists","531025",""
"Silly Fellows","2018","lead","Yes","","tmdb, wikipedia","0.75","Exists","548382",""
"Nuvvante Nakishtam","2005","lead","Yes","","tmdb","0.50","Added","564266",""
"Juniors","2003","lead","Yes","","tmdb, wikipedia","0.75","Exists","564258",""
"Meda Meeda Abbayi","2017","lead","Yes","","tmdb, wikipedia","0.75","Exists","474958",""
"Maharshi","2019","lead","Yes","","tmdb, wikipedia","0.75","Added","541487",""
"Bangaru Bullodu","2021","lead","Yes","","tmdb, wikipedia","0.75","Exists","789229",""
"Naandhi","2021","lead","Yes","","tmdb","0.50","Exists","797967",""
"Brother of Bommali","2014","lead","Yes","","tmdb, wikidata","0.75","Exists","307751","tt4176586"
"Nenu","2004","lead","Yes","","tmdb, wikipedia, wikidata","0.95","Exists","869246","tt1606302"
"Bachhala Malli","2024","lead","Yes","","tmdb","0.50","Exists","1399790",""
"Alcohol","2026","lead","Yes","","tmdb","0.50","Exists","1403166",""
"12A Railway Colony","2025","lead","Yes","","tmdb, wikipedia","0.75","Exists","1450340",""
"Nuvvante Naakishtam","2005","lead","Yes","","wikipedia","0.50","Exists","",""
"Athili Sattibabu LKG","2007","lead","Yes","","wikipedia, wikidata","0.75","Added","","tt1258121"
"Sundara Kanda","2008","lead","Yes","","wikipedia","0.50","Exists","",""
"Alcohol †","2026","lead","Yes","","wikipedia","0.50","Added","",""
"Nandi Awards","2008","lead","Yes","","wikipedia","0.50","Added","",""
"Santosham Film Awards","2021","lead","Yes","","wikipedia","0.50","Added","",""
"Praanam","2003","supporting","No","","wikidata","0.50","Exists","","tt1285133"
"Gopi – Goda Meedha Pilli","2006","supporting","No","","wikidata","0.50","Added","","tt1579953"
"Siddu from Sikakulam","2008","supporting","No","","wikidata","0.50","Added","","tt1810757"
"Betting Bangaraju","2010","supporting","No","","wikidata","0.50","Added","","tt1649286"
"Kathi Kantha Rao","2010","supporting","No","","wikidata","0.50","Exists","","tt1798185"
"Shubhapradam","2010","supporting","No","","wikidata","0.50","Added","","tt1722634"
"Madatha Kaja","2011","supporting","No","","wikidata","0.50","Exists","","tt2076888"
"Marana Porali","2011","supporting","No","","wikidata","0.50","Added","","tt2606826"
"Sudigadu","2012","supporting","No","","wikidata","0.50","Added","","tt2359290"
"Bachchala Malli","2024","supporting","No","","wikidata","0.50","Added","","tt27611340"
