id,slug,title,year,pattern,pattern_type,field,current_value,suggested_fix,confidence,reasoning
"6c6084dd-9ce3-4572-b4a2-320ec0de4731","aayanagaru-1998","Aayanagaru",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"b0c2c42f-c603-4bc2-afd1-0e533a9ce640","sharabha-2018","Sharabha",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"22bfe9b6-e803-4a90-ac07-ce9e9e08c8bf","student-no-1-2001","Student No. 1",2001,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"c1dd95fc-49be-4343-a327-1335a2492084","mee-aayana-jagratha-1998","Mee Aayana Jagratha",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"5a995abe-41b4-494d-8275-a888496cd3cf","maavidakulu-1998","Maavidakulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"84afea0d-4967-4ceb-b628-07769b5074de","janatha-garage-2016","Janatha Garage",2016,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"5020bf64-babb-4c56-b8ab-30aa962d3b60","swetha-naagu-2004","Swetha Naagu",2004,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"19735842-db3d-4def-adcb-99b12904cb48","classmates-2007","Classmates",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"5bcb96d4-7f72-459f-9626-af983ea6cdfb","sarabha-2018","Sarabha",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2e7c4315-64e9-4f9d-8b69-fbe26f90aac8","premante-inte-2006","Premante Inte",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"4648b2bd-4872-4470-958f-e646296f5b1b","yamadonga-2007","Yamadonga",2007,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"2216e3ab-d4b1-4a30-be7d-349a86df32ed","jai-lava-kusa-2017","Jai Lava Kusa",2017,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"b562ca91-545c-413e-9e40-cabfca22d877","devara-part-1-2024","Devara: Part 1",2024,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"a06ab30a-0e28-4b11-b8ec-010701a7ec98","thaayillamal-naanillai-1979","Thaayillamal Naanillai",1979,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"3f912b41-14cb-4902-9e56-b86e2b7f0f34","naaga-2003","Naaga",2003,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"095774f5-6684-406d-afdd-71211e55405e","preminchukunnam-pelliki-randi-2004","Preminchukunnam Pelliki Randi",2004,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6dcf4ef0-f5e9-4717-96dd-14513908ce02","gopi-goda-meedha-pilli-2006","Gopi – Goda Meedha Pilli",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6bf02cce-97aa-4075-9756-adb08cf497e6","nenjile-thunivirunthal-1981","Nenjile Thunivirunthal",1981,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"2a85edc1-dd53-42f7-b73f-b9e69da7016b","maa-bapu-bommaku-pellanta-2003","Maa Bapu Bommaku Pellanta",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"40ac82fe-6ca8-4b0a-a05e-5db8376046b1","ninnu-choodalani-2001","Ninnu Choodalani",2001,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"58ac2647-ba61-42eb-b960-a9b0e765cafc","nuvvu-naaku-nachav-2001","Nuvvu Naaku Nachav",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"011a6caa-8d52-4d4d-b6ff-a1904b7e4ff8","pilla-nachindi-1999","Pilla Nachindi",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"8f667ec7-196f-4385-9b57-978003d979a9","alasyam-amrutham-2010","Alasyam Amrutham",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"92a32d4d-37ea-4a82-abc6-008ec5c4b0ba","veedevadandi-babu-1997","Veedevadandi Babu",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"4225da54-8d91-4314-a009-b8525d2b3654","abbayi-gari-pelli-1997","Abbayi Gari Pelli",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"8269a324-1d97-47ab-b05c-f578a999a39e","maa-nannaku-pelli-1997","Maa Nannaku Pelli",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d2f163ca-7887-4b4f-a553-3d178386427e","hai-2002","Hai",2002,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a88d93b2-6efc-4948-83cc-20aefc0c1caf","gokulamlo-seetha-1997","Gokulamlo Seetha",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"57af2864-fda4-401a-832a-3e8e6c1a1ac9","taraka-ramudu-1997","Taraka Ramudu",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"658606e7-9a74-49f5-8748-3757e84426e0","sankalpam-1995","Sankalpam",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"16cca8d2-5f07-4ad8-9a8f-d751b1ce3c48","mrugam-1996","Mrugam",1996,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"82308dfb-686f-4363-aa32-bef55eed28de","aadi-2002","Aadi",2002,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"79925213-1186-4cfa-85f7-b1c4765f59d5","baadshah-2013","Baadshah",2013,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"9cc8fe96-71f9-48f5-b229-11f1e70973f8","rakhi-2006","Rakhi",2006,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"a371cbb4-a3b7-435b-9c29-3ddecff815b2","ramayanam-1996","Ramayanam",1996,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"24019757-a870-45c7-952e-5b4c021311f5","ramayya-vasthavayya-2013","Ramayya Vasthavayya",2013,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"5544a61d-d2b2-4c27-a426-8aed0c484971","temper-2015","Temper",2015,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"d26f3aa8-78d4-40fc-948e-0c8f8e70123f","lakshmi-kalyanam-2007","Lakshmi Kalyanam",2007,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"394602fa-f620-446b-8b0c-7380df7de110","simhadri-2003","Simhadri",2003,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"888e95bb-7aa5-4ee0-9ab5-8219e393ea2e","chilakapachcha-kaapuram-1995","Chilakapachcha Kaapuram",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d2c6057f-15fc-43f1-8793-789b9faaa9f8","alluda-majaka-1995","Alluda Majaka",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"3f7cf95c-51e3-4655-aabc-0b490b947128","ketu-duplicatu-1995","Ketu Duplicatu",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"17643853-79cf-496a-925c-ade2f7effce6","kshetram-2011","Kshetram",2011,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"9ea78b54-f7bc-459c-babb-785f0b501080","nuvvante-naakishtam-2005","Nuvvante Naakishtam",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2e56ecf8-23b9-4c4e-9f6b-307bee9a5322","yamajathakudu-1999","Yamajathakudu",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"40814531-cf8f-4bcc-abc0-ef5dc771d912","samba-2004","Samba",2004,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"d0796878-a02e-412a-9df7-e9c118e96ba6","naa-alludu-2005","Naa Alludu",2005,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"e6160d04-39c1-4068-8bad-9e610c3eed3d","vijayam-2003","Vijayam",2003,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"af4e9bbd-d8b3-40dc-a1c9-4bf4f7287c4e","kathi-kanta-rao-2010","Kathi Kanta Rao",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"ead4e6de-4804-4463-9dfa-364c4730f8f7","buridi-2010","Buridi",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"a52b72fa-9be4-4c7f-a32f-f9febad3d44e","evadi-gola-vadide-2005","Evadi Gola Vadide",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"101da476-fe86-4acc-b513-dc0a0c511dda","varasudu-1993","Varasudu",1993,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"01970091-0f09-4e73-b9e1-d42bf4b72a4a","chevilo-puvvu-1990","Chevilo Puvvu",1990,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"1af3fa11-b993-4fd6-ab09-c095d8b1d5a3","blade-babji-2008","Blade Babji",2008,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"3729ab0b-f5b0-4c51-be76-a7a28fc6e6bf","nannaku-prematho-2016","Nannaku Prematho...",2016,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"2398d3d7-32cd-4f07-bfc9-721439def04d","hitler-1997","Hitler",1997,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"7ed9df73-5ef1-41b1-8365-008df344523f","prema-ishq-kaadhal-2013","Prema ishq kaadhal",2013,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
"9e90616c-7495-4e96-b7f4-8f1974f840e1","jai-sena-2021","Jai Sena",2021,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"83ff9938-9c73-40b1-9909-f48643b7eb52","kalisi-naduddam-2001","Kalisi Naduddam",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"c76df331-4563-48bd-80c0-c8f897ec614b","pape-naa-pranam-1998","Pape Naa Pranam",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"40ba5b4b-9570-43e5-8b74-7fd8d53c5d13","maga-rayudu-1994","Maga Rayudu",1994,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"27111d5e-d08c-4ec3-a73a-1a321befab3e","kantri-2008","Kantri",2008,"NAME_VARIANT_MISMATCH","HEROINE_NAME_VARIANT","heroine","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"6210b9ec-4580-4a11-8208-c9bcc7c1bf36","manasichi-choodu-1998","Manasichi Choodu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"e1ed5b2a-2103-4d17-bbff-53924ab9e374","prathista-1998","Prathista",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"771a8193-5486-43fb-a48c-9dbe13fc85c6","onamalu-2012","Onamalu",2012,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"07faf829-00b5-46a6-8b39-5ce6bd47b8ac","adavi-dora-1995","Adavi Dora",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2781b1b8-f3b5-4c55-97d7-f8ce39251192","bendu-apparao-r-m-p-2009","Bendu Apparao R.M.P",2009,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"af618826-736b-4d3d-b092-f6589610d8d1","rabhasa-2014","Rabhasa",2014,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"dbbe723c-70a2-4b7e-b17a-4c428ff02903","allari-ramudu-2002","Allari Ramudu",2002,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"744dff31-2230-4111-86f1-8ce8f45cf6e3","sisindri-1995","Sisindri",1995,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Raj","Raj-Koti",0.9,"""Raj"" is part of duo ""Raj-Koti"""
"c85c61b9-d154-4828-bf78-d94b2e731f92","adurs-2010","Adurs",2010,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr"" to ""Jr. NTR"""
"32d08c52-5f3b-46aa-a698-43db0fa37d35","dhammu-2012","Dhammu",2012,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","NTR Jr","Jr. NTR",0.95,"Standardize ""NTR Jr"" to ""Jr. NTR"""
"6ccdf05d-6ec7-419e-abba-00db21bc5fc0","athili-sathibabu-lkg-2007","Athili Sathibabu LKG",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"57ca8c73-75e0-4025-9ccf-75a223c3e1b0","andhrawala-2004","Andhrawala",2004,"NAME_VARIANT_MISMATCH","HERO_NAME_VARIANT","hero","N. T. Rama Rao Jr.","Jr. NTR",0.95,"Standardize ""N. T. Rama Rao Jr."" to ""Jr. NTR"""
"15163a90-4e90-4bf5-afe2-a703cb931be4","sultan-1999","Sultan",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6c79d86c-ac00-4aa4-97a1-920d3f6b7226","seetharatnam-gari-abbayi-1992","Seetharatnam Gari Abbayi",1992,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"eb94ce07-0297-4e44-8bd2-4c05dec84738","shyam-prasad-2006","Shyam Prasad",2006,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6ab5178d-f94d-4b6e-b24f-5df11eb2f434","maavidaakulu-1998","Maavidaakulu",1998,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"52bd2e88-9940-4acf-becd-e407a74e476d","neetho-cheppalani-2002","Neetho Cheppalani",2002,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"88bc0ad8-1789-44ea-a5d2-001f812af486","adhipathi-2001","Adhipathi",2001,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"6dd488ad-8661-4cf8-a35a-1a05334b1992","mantra-2007","Mantra",2007,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Anand","Anand-Milind",0.9,"""Anand"" is part of duo ""Anand-Milind"""
"db98d8d1-9b1b-4a74-9565-1215eee43c77","alibaba-aradajanu-dongalu-1993","Alibaba Aradajanu Dongalu",1993,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"09f6c614-7a50-48bf-9d72-9854c1ac9252","moodu-puvulu-aaru-kayalu-2018","Moodu Puvulu Aaru Kayalu",2018,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"d0d23ee0-3104-4455-8c89-5a590204b427","durga-2000","Durga",2000,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"dba1b3ed-aa29-4157-8b28-7342157e1be0","ammo-polisollu-1999","Ammo Polisollu",1999,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"cd987ed4-8e46-45ab-8f8d-e432b13bc39e","ishq-2012","Ishq",2012,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shankar","Shankar-Ehsaan-Loy",0.9,"""Shankar"" is part of duo ""Shankar-Ehsaan-Loy"""
"f66f6cd6-1902-46a3-8b6b-9e769b05e8a9","comedy-express-2010","Comedy Express",2010,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"58bb2227-8858-4b5d-b236-0580ce87d757","nayakudu-2005","Nayakudu",2005,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Koti","Raj-Koti",0.9,"""Koti"" is part of duo ""Raj-Koti"""
"2fdb05b2-d685-4345-837f-0d840c153d2e","meeku-meere-maaku-meeme-2016","Meeku Meere Maaku Meeme",2016,"MUSIC_DIRECTOR_DUO_INCOMPLETE","INCOMPLETE_DUO","music_director","Shravan","Nadeem-Shravan",0.9,"""Shravan"" is part of duo ""Nadeem-Shravan"""
