ID,Title,Year,Hero,Director,Our Rating,Has Poster,Synopsis (first 100 chars),Missing Data
a4ff9a89-5168-43b2-a11f-5c2fa658ab53,"Vicky Daada",1989,"Ravi Teja","Puri Jagannadh",,NO,"","RATING, POSTER, SYNOPSIS"
0649e455-c3b8-4562-a1e4-c1e87653a230,"Hum Bhi Insaan Hain",1989,"Sanjay Dutt","Manivannan",,NO,"A 1989 Telugu film directed by Manivannan.","RATING, POSTER, SYNOPSIS"
5e35da7e-9081-4db9-8f2d-9f5ab3867498,"Gharana",1989,"Asrani","K. Selvaramani",,NO,"","RATING, POSTER, SYNOPSIS"
c0d119f0-3840-4620-ac11-413e42cd8761,"Poola Rangadu",1989,"Sunil Varma","Relangi Narasimha Rao",,NO,"","RATING, POSTER, SYNOPSIS"
23616eaa-6b34-4306-8af4-73a942ad86cc,"Chaalbaaz",1989,"Sridevi","Pankaj Parashar",,NO,"A 1989 Telugu film directed by Pankaj Parashar starring Sridevi and Sridevi.","RATING, POSTER"
a2cb19a1-ad74-4938-9289-c8d9edc9ad5f,"Geetanjali",1989,"Nagarjuna Akkineni","Mani Ratnam",,NO,"A 1989 Telugu film directed by Mani Ratnam.","RATING, POSTER, SYNOPSIS"
dbb82d4e-a8f0-4ace-90a8-9e5a7f3f35de,"Preminchi Choodu",1989,"Shaam","A. Kodandarami Reddy",,NO,"","RATING, POSTER, SYNOPSIS"
9a4b1f30-b41e-4c96-ac7b-debebde74061,"Antima Theerpu",1988,"Suresh Gopi","Joshiy",,NO,"","RATING, POSTER, SYNOPSIS"
a3f8dd6b-bd0e-4a2e-a097-734df7426a7c,"Best Actor",1987,"Rajendra Prasad","Martin Prakkat",,NO,"A 1987 Telugu film starring Rajendra Prasad and Sonu Gowda.","RATING, POSTER"
42723858-b7bd-47cd-bc9b-146758488559,"Sindoor",1987,"Shashi Kapoor","K. Ravi Shankar",,NO,"A 1987 Telugu film directed by K. Ravi Shankar.","RATING, POSTER, SYNOPSIS"
07540f9d-50b5-4fdd-85aa-311dcd9295dc,"Kaboye Alludu",1987,"Rajendra Prasad","Relangi Narasimha Rao",,NO,"","RATING, POSTER, SYNOPSIS"
abd4b663-0645-4904-9865-1aa767a8a813,"Dabbevariki Chedu",1987,"Rajendra Prasad","Relangi Narasimha Rao",,NO,"","RATING, POSTER, SYNOPSIS"
445b265b-b7fa-4d0f-ad49-a0967b4c631a,"Kirai Dada",1987,"Nagarjuna Akkineni","A. Kodandarami Reddy",,NO,"","RATING, POSTER, SYNOPSIS"
bcf99d1d-facb-4ee6-bdca-841789cd0b5a,"Gandhinagar Rendava Veedhi",1987,"Rajendra Prasad","P. N. Ramachandra Rao",,NO,"","RATING, POSTER, SYNOPSIS"
45a1d1d7-b79a-4bcb-a814-0cbe4b36b191,"Aisa Pyaar Kahan",1986,"Glenn Ford","Charles Vidor",,NO,"","RATING, POSTER, SYNOPSIS"
ec820d05-afa3-4498-8a96-b1d6c95b1d22,"Pyar Ke Do Pal",1986,"Mithun Chakraborty","Rajiv Mehra",,NO,"A 1986 Telugu film directed by Rajiv Mehra.","RATING, POSTER, SYNOPSIS"
94e77969-a916-4237-8628-6883292cd740,"Janbaaz",1986,"Feroz Khan","Feroz Khan",,NO,"A 1986 Telugu film directed by Feroz Khan.","RATING, POSTER, SYNOPSIS"
ae47e37d-0918-4b12-abaa-abbe390f6a11,"Muddat",1986,"Mithun Chakraborty","K. Bapayya",,NO,"A 1986 Telugu film directed by K. Bapayya.","RATING, POSTER, SYNOPSIS"
3ecc24aa-4690-43ac-ad3e-788cb5d5e7dd,"Kashmora",1986,"Karthi","N. B. Chakravarthy",,NO,"","RATING, POSTER, SYNOPSIS"
f9bba0dc-ab55-49ea-b75b-afaab5165f63,"Kodama Simham",1986,"Chiranjeevi","K. Murali Mohana Rao",,NO,"","RATING, POSTER, SYNOPSIS"
216578da-2745-4fc7-9241-e8a432cf768c,"Pyaar Ke Do Pal",1986,"Ray Milland","Rajiv Mehra",,NO,"","RATING, POSTER, SYNOPSIS"
fbc06ae8-0c76-4f77-bd0b-843444a9a2d3,"Balidaan",1985,"Jeetendra","S. A. Chandrasekhar",,NO,"A 1985 Telugu film directed by S. A. Chandrasekhar starring Sridevi and Sridevi.","RATING, POSTER"
c03c3b7c-4ea6-49bf-acd8-cc7a5400f72e,"Zabardast",1985,"Sanjeev Kumar","Nasir Hussain",,NO,"A 1985 Telugu film directed by Nasir Hussain.","RATING, POSTER, SYNOPSIS"
9fcf70da-160e-4635-af49-538749378675,"Shubha Muhurtam",1983,"Murali Mohan","C. P. Kolli",,NO,"","RATING, POSTER, SYNOPSIS"
d40fc607-a589-409d-ad3c-5c8a655399a0,"Saagara Sangamam",1983,"Kamal Haasan","K. Viswanath",,NO,"A 1983 Telugu film directed by K. Viswanath.","RATING, POSTER, SYNOPSIS"
839e0266-9357-4e1e-9f2e-fe7f50e7953b,"Sandhippu",1983,"Sivaji Ganesan","C. V. Rajendran",,NO,"A 1983 Telugu film directed by C. V. Rajendran.","RATING, POSTER, SYNOPSIS"
26a68cd4-8964-4476-a021-926903bcd6ab,"Simha Gharjane",1983,"Vijayashanti","S. A. Chandrasekhar",,NO,"A 1983 Telugu film directed by S. A. Chandrasekhar starring Vijayashanti and Vijayashanti.","RATING, POSTER"
5303c9b2-7a00-493f-bcd8-ad6c3373f890,"Palletoori Monagadu",1983,"Chiranjeevi","S. A. Chandrasekhar",,NO,"A rural drama featuring Chiranjeevi in the role of a village youth. The film explores the simplicity","RATING, POSTER"
dc4eaf11-0b2a-4438-a2cb-263e739e5cd3,"Devata",1982,"Akkineni Nageswara Rao","Thatineni Prasad",,NO,"","RATING, POSTER, SYNOPSIS"
e2d3f4ec-ce83-42ff-bcdf-baa5b5d74a18,"Ilanjodigal",1982,"Karthik Muthuraman","Rama Narayanan",,NO,"A 1982 Telugu film directed by Rama Narayanan.","RATING, POSTER, SYNOPSIS"
6bf02cce-97aa-4075-9756-adb08cf497e6,"Nenjile Thunivirunthal",1981,"Vijayakanth","S. A. Chandrasekhar",,NO,"A 1981 Telugu film directed by S. A. Chandrasekhar.","RATING, POSTER"
6121afa9-67d8-4f6e-bf9e-b5c34b0ac56e,"Netrikan",1981,"Rajinikanth","S. P. Muthuraman",,NO,"A 1981 Telugu film directed by S. P. Muthuraman.","RATING, POSTER, SYNOPSIS"
06506eed-73d6-43dd-af5e-66030ac47b65,"Paravathi Parameshwarulu",1981,"Chandra Mohan","M. S. Kota Reddy",,NO,"","RATING, POSTER, SYNOPSIS"
0a0d8345-02a7-4343-ada9-89ea66b5f912,"Agni Sanskaram",1980,"Gummadi","G. V. Prabhakar",,NO,"","RATING, POSTER, SYNOPSIS"
4b47dda0-1b59-48e2-94a5-d910172668f4,"Vishwaroobam",1980,"Sivaji Ganesan","A. C. Tirulokchandar",,NO,"A 1980 Telugu film directed by A. C. Tirulokchandar.","RATING, POSTER"
90c2fb7e-6c92-45a4-81c4-a6c18b32e742,"Rakta Sambandham",1980,"Murali Mohan","M. Mallikarjuna Rao",,NO,"","RATING, POSTER, SYNOPSIS"
7b15d303-ebc5-4428-a266-f6f11604cc9b,"Priya",1978,"Sridevi","S. P. Muthuraman",,NO,"A 1978 Telugu film directed by S. P. Muthuraman starring Sridevi and Sridevi.","RATING, POSTER"
a6fef85e-9f2e-46b4-8fa8-7daf7748546d,"Vanakkathukuriya Kathaliye",1978,"Sridevi","A. C. Tirulokchandar",,NO,"A 1978 Telugu film directed by A. C. Tirulokchandar starring Sridevi and Sridevi.","RATING, POSTER"
d5a0eedb-5789-4ac9-8b99-7e7291498562,"டாக்ஸி டிரைவர்",1978,"Jaishankar","N. S. Manian",,NO,"A 1978 Telugu film directed by N. S. Manian.","RATING, POSTER, SYNOPSIS"
e0d66df8-d137-4e1f-b548-b59fbc1119b1,"Dasavatharam",1976,"Gemini Ganesan","K. S. Gopalakrishnan",,NO,"A 1976 Telugu film directed by K. S. Gopalakrishnan.","RATING, POSTER"
d7ea2bdc-b127-4737-9553-d63ea6ab0415,"Sita Swayamvar",1976,"Ravikumar","Bapu",,NO,"A 1976 Telugu film directed by Bapu.","RATING, POSTER, SYNOPSIS"
fbe0ee14-3cd4-4f31-9c60-b4494dd4a472,"Andaru Dongale",1974,"Rajendra Prasad","Nidhi Prasad",,NO,"","RATING, POSTER, SYNOPSIS"
a5a91ed7-aec0-49b9-b885-e9d1d8daa2b7,"Bhaktha Kumbara",1974,"Dr. Rajkumar","Hunsur Krishnamurthy",,NO,"A 1974 Telugu film directed by Hunsur Krishnamurthy.","RATING, POSTER"
03675861-2837-49a1-aedb-24cd1dfbe391,"Bharatha Vilas",1973,"Sivaji Ganesan","A. C. Tirulokchandar",,NO,"A 1973 Telugu film directed by A. C. Tirulokchandar.","RATING, POSTER"
37e0ce5f-6a3d-427a-a009-77bbdc75b789,"Sharada",1973,"M G Soman","K G Rajasekharan",,NO,"","RATING, POSTER, SYNOPSIS"
25f82db4-34b8-48a8-ba9d-bfa0e841a394,"Sange Muzhangu",1972,"M. G. Ramachandran","P. Neelakantan",,NO,"A 1972 Telugu film directed by P. Neelakantan.","RATING, POSTER, SYNOPSIS"
186f8797-47ae-42cd-a97c-c6788996fd6e,"Agathiyar",1972,"Gemini Ganesan","A. P. Nagarajan",,NO,"A 1972 Telugu film directed by A. P. Nagarajan.","RATING, POSTER, SYNOPSIS"
034537e3-d2d8-48db-a0ac-8f1615357634,"Kanimuthu Paappa",1972,"Jaishankar","S. P. Muthuraman",,NO,"A 1972 Telugu film directed by S. P. Muthuraman.","RATING, POSTER, SYNOPSIS"
f9538b63-e013-4c43-b1e7-9e005d04895a,"Adi Parasakthi",1971,"Gemini Ganesan","K. S. Gopalakrishnan",,NO,"A 1971 Telugu film directed by K. S. Gopalakrishnan.","RATING, POSTER"
9e112fab-e469-494a-bd81-64c32e227647,"Kalyana Mandapam",1971,"Kiran Abbavaram","Sridhar Gade",,NO,"","RATING, POSTER, SYNOPSIS"
5ab42f8c-f304-4fb5-a0bf-bb63f4f31ead,"Babu",1971,"Sivaji Ganesan","A. C. Tirulokchandar",,NO,"A 1971 Telugu film directed by A. C. Tirulokchandar.","RATING, POSTER"
c8aac18d-6c0b-4d9c-90aa-6d1e2422bf87,"Kannan Karunai",1971,"N. T. Rama Rao","N.T. Rama Rao",,NO,"A 1971 Telugu film directed by N.T. Rama Rao starring N.T. Rama Rao.","RATING, POSTER"
d6e940a3-3f57-4e93-96bb-a560c769fdd1,"Swapnangal",1970,"Madhu","P Subramaniam",,NO,"A 1970 Telugu film directed by P Subramaniam.","RATING, POSTER, SYNOPSIS"
e1a98c66-eead-4c82-bba9-d3227a7277f3,"Penn Daivam",1970,"Jaishankar","M. A. Thirumugam",,NO,"A 1970 Telugu film directed by M. A. Thirumugam.","RATING, POSTER, SYNOPSIS"
7242ab06-beda-4f70-a294-59f7726dfc9f,"En Annan",1970,"M. G. Ramachandran","P. Neelakantan",,NO,"A 1970 Telugu film directed by P. Neelakantan.","RATING, POSTER, SYNOPSIS"
7424573d-49a1-436d-820b-3091c7c48fc3,"Kulavilakku",1969,"Gemini Ganesan","K. S. Gopalakrishnan",,NO,"A 1969 Telugu film directed by K. S. Gopalakrishnan.","RATING, POSTER"
d7d83702-b1a1-493e-b3c6-fe0ebc6da979,"Nam Naadu",1969,"MGR","Jambulingam",,NO,"A 1969 Telugu film directed by Jambulingam.","RATING, POSTER, SYNOPSIS"
af098222-07d1-40dd-8890-d1846af31cd3,"Kumara Sambhavam",1969,"Gemini Ganesan","P Subramaniam",,NO,"A 1969 Telugu film directed by P Subramaniam starring Sridevi.","RATING, POSTER"
b7d08456-0a91-4a92-acf8-60bb4b33a63c,"Varakatnam",1968,"N. T. Rama Rao","N.T. Rama Rao",,NO,"","RATING, POSTER, SYNOPSIS"
6bb9ee24-bd83-43f9-a6f9-31348cc85ca5,"Kandhan Karunai",1967,"Sivaji Ganesan","A. P. Nagarajan",,NO,"A 1967 Telugu film directed by A. P. Nagarajan.","RATING, POSTER, SYNOPSIS"
b517ecd9-ed4c-4aa0-93db-b9273e4d08b7,"Bangaru Panjaram",1965,"Sobhan Babu","B.N. Reddi",,NO,"","RATING, POSTER, SYNOPSIS"
79002c52-edcc-4d95-b4d2-1c15f0432806,"Thiruvilayadal",1965,"Sivaji Ganesan","A. P. Nagarajan",,NO,"A 1965 Telugu film directed by A. P. Nagarajan.","RATING, POSTER, SYNOPSIS"
02e703b0-1edb-4af0-aedc-d1235bcc7f1b,"Apne Huye Paraye",1964,"Manoj Kumar","Ajit Chakrabarty",,NO,"A 1964 Telugu film directed by Ajit Chakrabarty.","RATING, POSTER, SYNOPSIS"
c14c944e-e9d6-4265-88e0-2e6510f1fe25,"Mooga Manasulu",1964,"Akkineni Nageswara Rao","Adurthi Subba Rao",,NO,"","RATING, POSTER, SYNOPSIS"
6ab3ecad-bb95-4f5d-adef-b0e1c0cbb25f,"Karpagam",1963,"Gemini Ganesan","K. S. Gopalakrishnan",,NO,"A 1963 Telugu film directed by K. S. Gopalakrishnan.","RATING, POSTER"
6e9d0c29-3a2a-40e1-bca6-c30779c5a402,"Nartanasala",1962,"N. T. Rama Rao","Kamalakara Kameshwara Rao",,NO,"","RATING, POSTER, SYNOPSIS"
794250d0-96e1-4aee-8de3-ce805a0886c2,"Pava Mannippu",1961,"Sivaji Ganesan","A. Bhimsingh",,NO,"A 1961 Telugu film directed by A. Bhimsingh.","RATING, POSTER, SYNOPSIS"
db3501ba-de8d-49cb-a6fc-0304f62512a9,"Pasamalar",1961,"Sivaji Ganesan","A. Bhimsingh",,NO,"A 1961 Telugu film directed by A. Bhimsingh.","RATING, POSTER, SYNOPSIS"
c873ef3f-bdd5-43b1-a4c2-71714e371faf,"Manithan Maravillai",1961,"Gemini Ganesan","M. G. Chakrapani",,NO,"A 1961 Telugu film directed by M. G. Chakrapani.","RATING, POSTER, SYNOPSIS"
c4b66da4-5845-4dfe-b4e9-293a69a0c1b1,"Kalyana Parisu",1959,"Gemini Ganesan","C. V. Sridhar",,NO,"A 1959 Telugu film directed by C. V. Sridhar.","RATING, POSTER, SYNOPSIS"
500fcf82-76ca-4a65-99a9-89da8e605c60,"Shanti",1952,"Jorge Mistral","Arturo Ruiz Castillo",,NO,"","RATING, POSTER, SYNOPSIS"
