"DB Movie ID","Actor","Wikipedia Title","DB Title","Wikipedia Year","DB Year","Year Diff","Match Score","Category","Suggested Decision","Notes","Final Decision (APPROVE/REJECT/RESEARCH)","Reviewer Notes"
"1cf5d5ee-3d38-411a-8996-0d264a6ebae4","simran","Sabdham","Sandeham","2025","2024","1","75","⚠️ MANUAL REVIEW","RESEARCH","Similar title (75% match), 1 years apart","",""
"09b41687-6bbe-41b0-8517-0ca359c82514","sridevi","Priya","Priya","1979","1981","-2","100","⚠️ MANUAL REVIEW","RESEARCH","Same title, 2 years apart - verify same movie","",""
"9cfb505a-9d22-4dd6-8536-66035d021e60","venu","Malli Malli Choodali","Malli Malli Chudali","2003","2002","1","90","⚠️ MANUAL REVIEW","RESEARCH","Similar title (90% match), 1 years apart","",""
"d822cd68-3a01-49f8-8faa-af694c4be5aa","vishnu","Siva Shankar","Shivashankar","2003","2004","-1","83","⚠️ MANUAL REVIEW","RESEARCH","Similar title (83% match), 1 years apart","",""
"ce840d7b-efe9-4758-a73c-2bbc0308de99","chandra mohan","Baladoor","Baladur","2008","2008","0","75","⚠️ MANUAL REVIEW","RESEARCH","Similar title (75% match), 0 years apart","",""
"e1c47b05-c119-482d-9e2e-53628f6e1720","daggubati venkatesh","Sathruvu","Shatruvu","1991","1991","0","75","⚠️ MANUAL REVIEW","RESEARCH","Similar title (75% match), 0 years apart","",""
"83eb479f-5c66-4117-a575-ae26c2bcc55f","jaggayya","Pooja Phalam","Pooja Phalamu","1964","1964","0","83","⚠️ MANUAL REVIEW","RESEARCH","Similar title (83% match), 0 years apart","",""
"c35a5f4b-c2b5-4824-8abf-1d61557450cf","kamal haasan","Ponniyin Selvan: I","Ponniyin Selvan: Part I","2022","2022","0","78","⚠️ MANUAL REVIEW","RESEARCH","Similar title (78% match), 0 years apart","",""
"f027be68-336f-455c-b8f9-e5636b104ab1","kamal haasan","Ponniyin Selvan: II","Ponniyin Selvan: Part II","2023","2023","0","79","⚠️ MANUAL REVIEW","RESEARCH","Similar title (79% match), 0 years apart","",""
"558ac49d-bb56-43ae-83a5-034c0c3b5a0f","n.t. rama rao","Thalla? Pellama?","Thalla? Pellama","1970","1970","0","84","⚠️ MANUAL REVIEW","RESEARCH","Similar title (84% match), 0 years apart","",""
"30b497a1-1f9a-4081-af7f-3d913e53e28f","pushpavalli","Sri Gowri Mahatma","Sri Gauri Mahatyam","1956","1956","0","77","⚠️ MANUAL REVIEW","RESEARCH","Similar title (77% match), 0 years apart","",""
"3729ab0b-f5b0-4c51-be76-a7a28fc6e6bf","rajendra prasad","Nannaku Prematho","Nannaku Prematho...","2016","2016","0","75","⚠️ MANUAL REVIEW","RESEARCH","Similar title (75% match), 0 years apart","",""
"cf5201ec-fba8-4e28-92e7-697defcee875","rambha","Aanandham","Anandam","2001","2001","0","77","⚠️ MANUAL REVIEW","RESEARCH","Similar title (77% match), 0 years apart","",""
"b77b0004-b819-40c8-8c16-f9abb39693a2","rohit","Shankar Dada MBBS","Shankar Dada M.B.B.S.","2004","2004","0","80","⚠️ MANUAL REVIEW","RESEARCH","Similar title (80% match), 0 years apart","",""
"2310793c-8b8e-4d5b-8a97-2d6630ebf98f","sarath babu","Si3","Si 3","2017","2017","0","75","⚠️ MANUAL REVIEW","RESEARCH","Similar title (75% match), 0 years apart","",""
"32d08c52-5f3b-46aa-a698-43db0fa37d35","venu","Dammu","Dhammu","2012","2012","0","83","⚠️ MANUAL REVIEW","RESEARCH","Similar title (83% match), 0 years apart","",""
"0fc00d90-8077-4634-ae35-22313b08f65d","geetha","Garjanam","Gaanam","1981","1983","-2","75","❌ LIKELY REJECT","REJECT","Low title match (75%) - likely different movies","",""
"65f9dfe5-1e9f-4886-b7c2-79ed0c2cb03b","k. balachander","Bhale Kodallu","Athalu Kodallu","1968","1971","-3","78","❌ LIKELY REJECT","REJECT","Low title match (78%) - likely different movies","",""
"5775cdb5-323c-4f3c-a5cf-cd101dc14222","kanchana","Prem Nagar","Prema Nagar","1974","1971","3","90","❌ LIKELY REJECT","REJECT","3 years apart - likely different movies or remake","",""
"f2609714-179d-47d9-a746-4cc4fd4565ae","madhavi","Insaaf Kaun Karega","Insaaf Kaun Karega","1987","1984","3","100","❌ LIKELY REJECT","REJECT","3 years apart - likely different movies or remake","",""
"b1761f71-f2a0-480e-a6c8-7acb4715e4f7","prakash raj","Naam","Raam","2003","2006","-3","75","❌ LIKELY REJECT","REJECT","Low title match (75%) - likely different movies","",""
"ab22a959-7c31-43a8-aa31-5f82dcf5dea6","rajendra prasad","Inimai Idho Idho","Inimai Idho Idho","1983","1980","3","100","❌ LIKELY REJECT","REJECT","3 years apart - likely different movies or remake","",""
"a75e8ded-39e4-4aba-85fe-1931c2b18aab","sharada","Naayika","Anaamika","2011","2014","-3","75","❌ LIKELY REJECT","REJECT","Low title match (75%) - likely different movies","",""
"bb60ff85-0a16-4229-a3a3-5cc220d3c172","sridevi","Babulugaadi Debba","Babulugaadi Debba","1984","1981","3","100","❌ LIKELY REJECT","REJECT","3 years apart - likely different movies or remake","",""
"065177ab-0150-4d3e-9bc5-089e74d66ebb","venu","Mayagadu","Aagadu","2011","2014","-3","75","❌ LIKELY REJECT","REJECT","Low title match (75%) - likely different movies","",""
