Slug,Title (English),Title (Telugu - FILL THIS),Release Year,Hero,Heroine,Director
eureka-2019,"Eureka",,2019,"Kavin","Shalini","Kavin"
prematho-cheppana-2019,"Prematho Cheppana",,2019,"Sudheer Babu","Niharika Konidela","Ravi Varma"
ranasthalam-2019,"Ranasthalam",,2019,"Sharwanand","Mehreen Pirzada","Sudheer Varma"
nene-mukyamantri-2019,"Nene Mukyamantri",,2019,"Nandamuri Kalyan Ram","Unknown","Srikanth Addala"
ek-2019,"Ek",,2019,"Aadhi","Nicole Madell","Sri Saripalli"
crazy-crazy-feeling-2019,"Crazy Crazy Feeling",,2019,"Vennela Kishore","Palak Lalwani","Sanjay Kartik"
kishore-kumar-2019,"Chitralahari",,2019,"Sai Dharam Tej","Kalyani Priyadarshan","Kishore Tirumala"
jodi-2019,"Jodi",,2019,"Rana Jung Bahadur","Parminder Gill","Aditya Sood"
tenali-ramakrishna-babl-2019,"Tenali Ramakrishna BA.BL",,2019,"Sundeep Kishan","Hansika Motwani","G. Nageswara Reddy"
kanne-kalaimaane-2019,"Kanne Kalaimaane",,2019,"Tamannaah Bhatia","Tamannaah Bhatia","Seenu Ramasamy"
police-officer-2019,"Police officer",,2019,"Manchu Manoj","Isamu Kosugi","Ramesh Varma"
khamoshi-2019,"Khamoshi",,2019,"Tamannaah Bhatia","Tamannaah Bhatia","Chakri Toleti"
jack-daniel-2019,"Jack & Daniel",,2019,"Dileep","Anju Kurian","S.L Puram Jayasurya"
petromax-2019,"Petromax",,2019,"Tamannaah Bhatia","Tamannaah Bhatia","Rohin Venkatesan"
praana-2019,"Praana",,2019,"Nani","Nithya Menen","V. K. Prakash"
n-t-r-kathanayakudu-2019,"N.T.R: Kathanayakudu",,2019,"Nandamuri Balakrishna","Vidya Balan","Krish Jagarlamudi"
miss-match-2019,"Mis(s) Match",,2019,"Uday Shankar","Aishwarya Rajesh","N.V.N. Prasad"
aa-nimisham-2019,"Aa Nimisham",,2019,"Prasad Reddy","Rani Sree","Kala Rajesh"
hippi-2019,"Hippi",,2019,"Karthikeya","Digangana Suryavanshi","T. N. Krishna"
falaknuma-das-2019,"Falaknuma Das",,2019,"Vishwak Sen","Saloni Mishra","Vishwak Sen"
n-a-2019,"—N/a",,2019,"Eric Burdon","Sridevi","Hannes Rossacher"
vajra-kavachadhara-govinda-2019,"Vajra Kavachadhara Govinda",,2019,"Saptagiri","Vaibhavi Joshi","Arun Pawar"
george-reddy-2019,"George Reddy",,2019,"Sandeep Madhav","Muskaan Khubchandani","Jeevan Reddy"
adhrushyam-2019,"Adhrushyam",,2019,"Jabardasth Apparao","Angana Roy","Ravi Prakash Krishnamshetty"
hawaa-2019,"Hawaa",,2019,"Chaitanya Madukar","Divi Prasanna","Amole Gupte"
darpanam-2019,"Darpanam",,2019,"Tanneru Tanish","Sunny Leone","Jeevan Reddy"
n-t-r-kathanayukudu-2019,"N.T.R: Kathanayukudu",,2019,"","Naana Agyei-Ampadu","Krish Jagarlamudi"
rajdooth-2019,"Rajdooth",,2019,"Meghamsh Srihari","Nakshatra","Dasari Carthyk"
hulchul-2019,"Hulchul",,2019,"Rudraksh Utam","Dhanya Balakrishna","Sripati Karri"
madura-raja-2019,"Madura Raja",,2019,"Mammootty","","Vysakh"
rocky-the-revenge-2019,"Rocky: The Revenge",,2019,"Srikanth","Eshanya Maheshwari","K. C. Bokadia"
evvarikee-cheppoddu-2019,"Evvarikee Cheppoddu",,2019,"Keshav Deepak","Gargeyi Yellapragada","Basava Shankar"
4-letters-2019,"4 Letters",,2019,"Eeshwar","Tuya Chakraborthy","R Raghuraj"
rdx-love-2019,"RDX Love",,2019,"Tejus Kancherla","Payal Rajput","Shankar Bhanu"
srinivasa-reddy-2019,"Mathu Vadalara",,2019,"Sri Simha","Athulya Chandra","Ritesh Rana"
nanis-gang-leader-2019,"Nani's Gang Leader",,2019,"Nani","Priyanka Mohan","Vikram Kumar"
90ml-2019,"90ML",,2019,"Kartikeya Gummakonda","Neha Solanki","Sekhar Reddy Yerra"
kee-2019,"Kee",,2019,"Jiiva","Nikki Galrani","Kalees"
action-2019,"Action",,2019,"Tamannaah Bhatia","Tamannaah Bhatia","Sundar C"
thipparaa-meesam-2019,"Thipparaa Meesam",,2019,"Sree Vishnu","Nikki Tamboli","Krishna Vijay"
subramanyapuram-2018,"Subramanyapuram",,2018,"Sumanth","Eesha Rebba","Santhossh Jagarlapudi"
paper-boy-2018,"Paper Boy",,2018,"Santosh Sobhan","Tanya Hope","V. Jayashankarr"
veera-bhoga-vasantha-rayalu-2018,"Veera Bhoga Vasantha Rayalu",,2018,"Sree Vishnu","Shriya Saran","R. Indrasena"
ee-nagariniki-emaindi-2018,"Ee Nagariniki Emaindi",,2018,"Vishwak Sen","Anisha Ambrose","Tharun Bhascker"
chal-mohan-ranga-2018,"Chal Mohan Ranga",,2018,"Nithiin","Megha Akash","Krishna Chaitanya"
nartanasala-2018,"Nartanasala",,2018,"Naga Shourya","Yamini Bhaskar","Srinivasa Rao"
mercury-2018,"Mercury",,2018,"Prabhu Deva","Remya Nambeesan","Karthik Subbaraj"
achari-america-yatra-2018,"Achari America Yatra",,2018,"Vishnu Manchu","Pragya Jaiswal","G. Nageswara Reddy"
masakkali-2018,"Masakkali",,2018,"Sai Ronak","Shravya","Nabi Enugubala"
kartha-karma-kriya-2018,"Kartha Karma Kriya",,2018,"Ravi Varma","Sahar Afsha","Nagu Gavara"
officer-2018,"Officer",,2018,"Akkineni Nagarjuna","Myra Sareen","Ram Gopal Varma"
aatagallu-2018,"Aatagallu",,2018,"Nara Rohit","Darshana Banik","Paruchuri Murali"
raa-raa-2018,"Raa Raa",,2018,"Shivaji","Nikki Tamboli","Shankar"
naa-peru-surya-2018,"Naa Peru Surya",,2018,"Allu Arjun","Anu Emmanuel","Vakkantham Vamsi"
anthaku-minchi-2018,"Anthaku Minchi",,2018,"Ravi Prakash","Rashmi Gautham","Jhony"
kavacham-2018,"Kavacham",,2018,"Bellamkonda Srinivas","Kajal Aggarwal","Sreenivas Mamilla"
super-sketch-2018,"Super Sketch",,2018,"Narsing Yadav","Remya Nambeesan","Ravi Chavali"
aithe-2-0-2018,"Aithe 2.0",,2018,"Indraneil Sengupta","Zara Shah","Raj Madiraju"
2-friends-2018,"2 Friends",,2018,"Suraj Gowda","Sonia Dey Sarkar","Srinivas GLB"
nannu-dochukunduvate-2018,"Nannu Dochukunduvate",,2018,"Sudheer Babu","Nabha Natesh","R. S. Naidu"
juvva-2018,"Juvva",,2018,"Ranjith Somi","Palak Lalwani in the lead roles","Trikoti Peta"
chi-la-sow-2018,"Chi La Sow",,2018,"Sushanth","Ruhani Sharma","Rahul Ravindran"
aravinda-sametha-veera-raghava-2018,"Aravinda Sametha Veera Raghava",,2018,"N. T. Rama Rao Jr.","Pooja Hegde","Trivikram Srinivas"
raju-gadu-2018,"Raju Gadu",,2018,"Raj Tarun","Hebah Patel","Sanjana Reddy"
aatagadharaa-siva-2018,"Aatagadharaa Siva",,2018,"Doddanna","Doddanna's granddaughter, but the main heroine is Unknown","Chandra Siddhartha"
aatwaja-2018,"Aatwaja",,2018,"Shaheb Bhattacherjee","Jaya Prada","Atanu Bose"
aa-bb-kk-2018,"Aa Bb Kk",,2018,"Tamannaah Bhatia","Tamannaah Bhatia","Ramkumar Gorakhanath Shedge"
mom-2018,"Mom",,2018,"Sridevi","Catherine Frot","Ravi Udyawar"
maaya-2018,"Maaya",,2018,"Sushanth","Pridevi Raj","Neelakanta"
bhagmati-2018,"Bhagmati",,2018,"Jayaram","Anushka Shetty","Ashok G."
keni-2018,"Keni",,2018,"Jaya Prada","R. Parthiban","M. A. Nishad"
desamlo-dongalu-paddaru-2018,"Desamlo Dongalu Paddaru",,2018,"Ali Basha","Tanishq Rajan","Gouthama rajkumar"
kinar-2018,"Kinar",,2018,"Jaya Prada","Revathi","Mummy Century"
sketch-2018,"Sketch",,2018,"Tamannaah Bhatia","Tamannaah Bhatia","Vijay Chandar"
