ID,Title,Year,Hero,Director,Rating,Has Poster,Synopsis (first 100),Missing Data,Research Notes
7242ab06-beda-4f70-a294-59f7726dfc9f,"En Annan",1970,"M. G. Ramachandran","P. Neelakantan",MISSING (suggest: 6.0-7.0),NO,"A 1970 Telugu film directed by P. Neelakantan.","RATING","Suggested: 6.0-7.0"
7424573d-49a1-436d-820b-3091c7c48fc3,"Kulavilakku",1969,"Gemini Ganesan","K. S. Gopalakrishnan",MISSING (suggest: 6.0-7.0),NO,"A 1969 Telugu film directed by K. S. Gopalakrishnan.","RATING","Suggested: 6.0-7.0"
d7d83702-b1a1-493e-b3c6-fe0ebc6da979,"Nam Naadu",1969,"MGR","Jambulingam",MISSING (suggest: 6.0-7.0),NO,"A 1969 Telugu film directed by Jambulingam.","RATING","Suggested: 6.0-7.0"
af098222-07d1-40dd-8890-d1846af31cd3,"Kumara Sambhavam",1969,"Gemini Ganesan","P Subramaniam",MISSING (suggest: 6.0-7.0),NO,"A 1969 Telugu film directed by P Subramaniam starring Sridevi.","RATING","Suggested: 6.0-7.0"
b7d08456-0a91-4a92-acf8-60bb4b33a63c,"Varakatnam",1968,"N. T. Rama Rao","N.T. Rama Rao",MISSING (suggest: 7.0-7.5),NO,"","RATING","Suggested: 7.0-7.5"
6bb9ee24-bd83-43f9-a6f9-31348cc85ca5,"Kandhan Karunai",1967,"Sivaji Ganesan","A. P. Nagarajan",MISSING (suggest: 6.0-7.0),NO,"A 1967 Telugu film directed by A. P. Nagarajan.","RATING","Suggested: 6.0-7.0"
79002c52-edcc-4d95-b4d2-1c15f0432806,"Thiruvilayadal",1965,"Sivaji Ganesan","A. P. Nagarajan",MISSING (suggest: 6.0-7.0),NO,"A 1965 Telugu film directed by A. P. Nagarajan.","RATING","Suggested: 6.0-7.0"
b517ecd9-ed4c-4aa0-93db-b9273e4d08b7,"Bangaru Panjaram",1965,"Sobhan Babu","B.N. Reddi",MISSING (suggest: 7.0-7.5),NO,"","RATING","Suggested: 7.0-7.5"
02e703b0-1edb-4af0-aedc-d1235bcc7f1b,"Apne Huye Paraye",1964,"Manoj Kumar","Ajit Chakrabarty",MISSING (suggest: 6.0-7.0),NO,"A 1964 Telugu film directed by Ajit Chakrabarty.","RATING","Suggested: 6.0-7.0"
c14c944e-e9d6-4265-88e0-2e6510f1fe25,"Mooga Manasulu",1964,"Akkineni Nageswara Rao","Adurthi Subba Rao",MISSING (suggest: 7.0-7.5),NO,"","RATING","Suggested: 7.0-7.5"
6ab3ecad-bb95-4f5d-adef-b0e1c0cbb25f,"Karpagam",1963,"Gemini Ganesan","K. S. Gopalakrishnan",MISSING (suggest: 6.0-7.0),NO,"A 1963 Telugu film directed by K. S. Gopalakrishnan.","RATING","Suggested: 6.0-7.0"
6e9d0c29-3a2a-40e1-bca6-c30779c5a402,"Nartanasala",1962,"N. T. Rama Rao","Kamalakara Kameshwara Rao",MISSING (suggest: 7.0-7.5),NO,"","RATING","Suggested: 7.0-7.5"
db3501ba-de8d-49cb-a6fc-0304f62512a9,"Pasamalar",1961,"Sivaji Ganesan","A. Bhimsingh",MISSING (suggest: 6.0-7.0),NO,"A 1961 Telugu film directed by A. Bhimsingh.","RATING","Suggested: 6.0-7.0"
c873ef3f-bdd5-43b1-a4c2-71714e371faf,"Manithan Maravillai",1961,"Gemini Ganesan","M. G. Chakrapani",MISSING (suggest: 6.0-7.0),NO,"A 1961 Telugu film directed by M. G. Chakrapani.","RATING","Suggested: 6.0-7.0"
794250d0-96e1-4aee-8de3-ce805a0886c2,"Pava Mannippu",1961,"Sivaji Ganesan","A. Bhimsingh",MISSING (suggest: 6.0-7.0),NO,"A 1961 Telugu film directed by A. Bhimsingh.","RATING","Suggested: 6.0-7.0"
c4b66da4-5845-4dfe-b4e9-293a69a0c1b1,"Kalyana Parisu",1959,"Gemini Ganesan","C. V. Sridhar",MISSING (suggest: 6.0-7.0),NO,"A 1959 Telugu film directed by C. V. Sridhar.","RATING","Suggested: 6.0-7.0"
500fcf82-76ca-4a65-99a9-89da8e605c60,"Shanti",1952,"Jorge Mistral","Arturo Ruiz Castillo",MISSING (suggest: 6.0-7.0),NO,"","RATING","Suggested: 6.0-7.0"
