Celebrity ID,Name,Current Issue,Corrected Wikipedia URL,Status,Notes
"2f114413-4da7-4620-8268-131f25ccc599","Arjun","disambig_needed","https://en.wikipedia.org/wiki/Arjun_Sarja","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ae01e5b2-7220-48c6-b2f9-66d4c21be4ba","Vishnu","disambig_needed","https://en.wikipedia.org/wiki/Vishnu_Manchu","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"39032b87-5b87-46f2-80d4-e5d8e33ab798","Siva","disambig_needed","https://en.wikipedia.org/wiki/Siva_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"651bdc5e-6b8e-48b9-801a-4ae5a5064ade","Bapu","disambig_needed","https://en.wikipedia.org/wiki/Bapu_(film_director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"9931d08c-55c1-41b0-b646-ed45d3ad7572","Suhas","disambig_needed","https://en.wikipedia.org/wiki/Suhas_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a5cff200-ecc6-4355-b6d0-65d76117008c","Sarath","disambig_needed","https://en.wikipedia.org/wiki/Sarath_Kumar","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"7b4239ee-a744-4591-9b04-4e8609627e7b","Chandra Mohan","disambig_needed","https://en.wikipedia.org/wiki/Chandra_Mohan_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"b007a33c-642f-4f0c-95b1-82e578f63205","Rajinikanth","disambig_needed","https://en.wikipedia.org/wiki/Rajinikanth","READY","Primary article"
"6466142a-6557-4489-bfd8-d354654fc3a2","Sharada","disambig_needed","https://en.wikipedia.org/wiki/Sharada_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"68dfa96d-1d00-43f6-81bc-c871bc84e209","Satyanarayana","disambig_needed","https://en.wikipedia.org/wiki/Kaikala_Satyanarayana","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d7dfcf0b-d81e-4507-a827-51e4174a20b3","Rohit","disambig_needed","https://en.wikipedia.org/wiki/Rohit_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"98e1d48e-717c-44ff-beda-210a6ccfe700","Raja","disambig_needed","https://en.wikipedia.org/wiki/Raja_Abel","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d6e855cd-0052-4bbb-8edb-9474ef269a7d","Ajay","disambig_needed","https://en.wikipedia.org/wiki/Ajay_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"fa67cbeb-adcc-49e1-9418-77e29ddc0aac","Allu","disambig_needed","https://en.wikipedia.org/wiki/Allu_Ramalingaiah","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"daf7dc6e-c045-4f9b-b9e7-5233655e3393","K","disambig_needed","https://en.wikipedia.org/wiki/K._Viswanath","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"1c01255a-ae10-4035-8ec7-22f485487955","B","disambig_needed","https://en.wikipedia.org/wiki/B._Jaya","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5bf29d5a-9e10-4ffd-99e7-7b1a3f652c02","Sukumar","disambig_needed","https://en.wikipedia.org/wiki/Sukumar_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"58936790-e107-4b42-90f9-ce0b1adf6c59","Gopichand","disambig_needed","https://en.wikipedia.org/wiki/Gopichand_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"fce9c855-cc88-46b9-a97f-1c792aa1c391","Naresh","disambig_needed","https://en.wikipedia.org/wiki/Naresh_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"add5a5e8-b134-40bc-ad2a-8b4bdae51ce8","Trisha","disambig_needed","https://en.wikipedia.org/wiki/Trisha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"9f8dab33-de2a-4cc9-93a9-ba05548f44bc","Vamsy","disambig_needed","https://en.wikipedia.org/wiki/Vamsy","READY","Director primary article"
"a19d62c4-0ba4-4793-a5ea-6fd666348882","Vikram","disambig_needed","https://en.wikipedia.org/wiki/Vikram_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d5a51be5-5070-48e1-9036-7086d875e496","Raasi","disambig_needed","https://en.wikipedia.org/wiki/Raasi_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"bd9e9bd1-6eba-40ea-a7ab-1eedebb46ba6","Sneha","disambig_needed","https://en.wikipedia.org/wiki/Sneha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"e756e016-7d19-4e93-8be8-7a036babec14","Ramakrishna","disambig_needed","https://en.wikipedia.org/wiki/Ramakrishna_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"b89cc71e-0cea-4446-ada4-ba6852e48f50","Bhanumathi","disambig_needed","https://en.wikipedia.org/wiki/P._Bhanumathi","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ccbd177b-7b5d-4ee7-b1b8-6c81e1bf0a34","Soundarya","disambig_needed","https://en.wikipedia.org/wiki/Soundarya","READY","Primary article"
"232289ed-c353-451a-b977-72d85042e629","Latha","disambig_needed","https://en.wikipedia.org/wiki/Latha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"96b036df-313a-4bd0-b472-1fb35b57b21c","Samantha","disambig_needed","https://en.wikipedia.org/wiki/Samantha_Ruth_Prabhu","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"12b87c86-28ed-46bb-bf16-d5e274000982","Nayanthara","disambig_needed","https://en.wikipedia.org/wiki/Nayanthara","READY","Primary article"
"2498ba80-af97-4cfd-8e03-d031d6b87191","Suman","disambig_needed","https://en.wikipedia.org/wiki/Suman_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"84fdd97a-8829-45dd-aba6-bbf2b507ece0","Prabhas","disambig_needed","https://en.wikipedia.org/wiki/Prabhas","READY","Primary article"
"fba63e11-4734-4978-9b91-dbc283e44e97","Chiranjeevi","disambig_needed","https://en.wikipedia.org/wiki/Chiranjeevi","READY","Primary article"
"2d16ec3e-c01f-4cb6-9da3-216db7bdfe1e","Roja","disambig_needed","https://en.wikipedia.org/wiki/Roja_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"4b60e07d-29d9-43bc-ac6c-7ca009490bba","Jamuna","disambig_needed","https://en.wikipedia.org/wiki/Jamuna_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"2cffc92c-3c92-4aca-9278-ecac6adc1d94","Amala","disambig_needed","https://en.wikipedia.org/wiki/Amala_Akkineni","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d13dbde6-b9fe-489d-ab56-e6138b022077","Savitri","disambig_needed","https://en.wikipedia.org/wiki/Savitri_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"1c934631-a35a-4a3f-9c38-a70a7964b130","Tarun","disambig_needed","https://en.wikipedia.org/wiki/Tarun_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"9124d7c0-72fd-4f21-ab80-8a35fe1d2d83","Rajasekhar","disambig_needed","https://en.wikipedia.org/wiki/Rajasekhar_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"705b822f-216f-486e-964f-24109b906846","Anjali","disambig_needed","https://en.wikipedia.org/wiki/Anjali_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"f476c584-c5f2-415c-bb6a-9267e823870e","Lakshmi","disambig_needed","https://en.wikipedia.org/wiki/Lakshmi_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5c7b187a-ced1-43a8-9a3b-c1a8585c35af","Suhasini","disambig_needed","https://en.wikipedia.org/wiki/Suhasini_Maniratnam","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ed8993d1-8fe9-4d55-9983-e604e9872e08","Siddharth","disambig_needed","https://en.wikipedia.org/wiki/Siddharth_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"4287391f-f22b-454d-9d04-f41951af6cfe","Ali","disambig_needed","https://en.wikipedia.org/wiki/Ali_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"4b95ca0d-2e27-44a2-bac8-124caca0513c","Radha","disambig_needed","https://en.wikipedia.org/wiki/Radha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"08a4e8a4-8d99-4508-bfe0-e6d377bc4906","Ram","disambig_needed","https://en.wikipedia.org/wiki/Ram_Pothineni","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"bd844067-63a6-4ae3-947d-301fc42977fc","Kanchana","disambig_needed","https://en.wikipedia.org/wiki/Kanchana_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"3eb313ba-73b2-47ae-997e-1617cebcd95d","Karthik","disambig_needed","https://en.wikipedia.org/wiki/Karthik_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"f70643d8-158d-4cf4-97ee-43ec49f3647a","Rambha","disambig_needed","https://en.wikipedia.org/wiki/Rambha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a526cd38-7a84-44f6-b515-b9320484ad2e","Trisha Krishnan","disambig_needed","https://en.wikipedia.org/wiki/Trisha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5e9bdc8d-63f8-4007-93dc-e03824a243cf","N.T. Rama Rao Jr.","disambig_needed","https://en.wikipedia.org/wiki/N._T._Rama_Rao_Jr.","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"8080141d-96d1-4f39-8b78-602b5eb7c284","Geetha","disambig_needed","https://en.wikipedia.org/wiki/Geetha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d9d8348b-6e2c-4545-a71d-1aa3db514b27","Sarath Babu","disambig_needed","https://en.wikipedia.org/wiki/Sarath_Babu","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"fb082c8c-af23-4c11-ae8e-ac622861ea49","Sagar","disambig_needed","https://en.wikipedia.org/wiki/Sagar_(actor)","READY","Telugu TV/film actor"
"9a5cec2c-7f45-476f-8dc2-c17329fd0550","P. Sambasiva Rao","not_found","https://en.wikipedia.org/wiki/Ardharathiri","READY","Referenced via film"
"b12e4bb5-741b-43cf-bb50-978848a781a4","Mouli","disambig_needed","https://en.wikipedia.org/wiki/Mouli_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d541ff95-fc21-4840-a763-3075931dedcd","P. Chandrasekhara Reddy","not_found","https://en.wikipedia.org/wiki/P._Chandrasekhara_Reddy","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"c95c9f1e-f0dd-453c-b794-56f7d506b457","Rajani","disambig_needed","https://en.wikipedia.org/wiki/Rajani_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"89c96b26-0714-4066-a5cb-1b8cc916af5a","K. Bapayya","disambig_needed","https://en.wikipedia.org/wiki/K._Bapayya","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"b0f8fb89-47b1-4311-a1fd-c863e4a268aa","Vineeth","disambig_needed","https://en.wikipedia.org/wiki/Vineeth","READY","Primary article"
"1741f482-6164-4a21-8346-a936ade8130f","Manjula","disambig_needed","https://en.wikipedia.org/wiki/Manjula_Vijayakumar","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a6215fa5-680b-4b0b-afcd-0e43accadbea","K.S.R. Das","not_found","https://en.wikipedia.org/wiki/K._S._R._Das","READY","Corrected spacing"
"c7332687-3057-4ebf-9c53-7fb84b245923","Sada","disambig_needed","https://en.wikipedia.org/wiki/Sada_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"c293135b-e402-4667-ad0a-280f44a04910","Janaki","disambig_needed","https://en.wikipedia.org/wiki/Sowcar_Janaki","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"9707a13f-93f0-41ed-bb01-d3f0bc044ea6","Sujatha","disambig_needed","https://en.wikipedia.org/wiki/Sujatha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"bcab4d14-1bdd-478f-9e3d-c0ee7aa8d388","Poornima","disambig_needed","https://en.wikipedia.org/wiki/Poornima_Bhagyaraj","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"f95cc889-6f99-491d-97df-744fd668197f","Tabu","disambig_needed","https://en.wikipedia.org/wiki/Tabu_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"714c98de-d98a-4bf5-81ca-5d3f685c26ff","Gummadi","disambig_needed","https://en.wikipedia.org/wiki/Gummadi_Venkateswara_Rao","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"bd03d4e0-7ac8-46d0-be57-956c3fc0f048","Aadi","disambig_needed","https://en.wikipedia.org/wiki/Aadi_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"b1ea7116-8403-4044-a23c-84edcb963146","Abbas","disambig_needed","https://en.wikipedia.org/wiki/Abbas_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"2d95e0a9-5623-442a-8d56-6d4cf96b5cb9","Ntr","disambig_needed","https://en.wikipedia.org/wiki/N._T._Rama_Rao","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"643e770e-6b92-4809-8309-1775ea11af6f","Rekha","disambig_needed","https://en.wikipedia.org/wiki/Rekha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5ace7eda-ca6b-4f66-a7c8-69726b5f4850","M. Mallikarjuna Rao","not_found","https://en.wikipedia.org/wiki/Mallikarjuna_Rao_(actor)","READY","Corrected format"
"bfa022b9-e971-4cda-89bf-23fc3afecf23","Veera","disambig_needed","https://en.wikipedia.org/wiki/Veera_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"9877433a-4cfb-42dc-ad11-3949246282c9","Ram Charan","disambig_needed","https://en.wikipedia.org/wiki/Ram_Charan","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"7b5f9f0b-1fbe-4fdf-887c-5ae37a8842e6","Bhavana","disambig_needed","https://en.wikipedia.org/wiki/Bhavana_(Malayalam_actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"821e947e-cbdb-4c8c-81c6-3b87d2a33f26","Revathi","disambig_needed","https://en.wikipedia.org/wiki/Revathi","READY","Primary article"
"9997815d-971d-4218-b8a4-e505b79f97c9","Nagma","disambig_needed","https://en.wikipedia.org/wiki/Nagma","READY","Primary article"
"7231547e-f604-4b4f-9ff7-61afb68bea75","Neelakanta","disambig_needed","https://en.wikipedia.org/wiki/Neelakanta_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"c08f1e86-148b-4261-a403-e0dd3dbbd217","S. D. Lal","not_found","https://en.wikipedia.org/wiki/S._D._Lall","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a4282e8a-e09f-48e9-a982-6f68c4f784c7","Kalyani","disambig_needed","https://en.wikipedia.org/wiki/Kalyani_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"c4421d93-fc48-4478-87dd-7d92e52addcf","Nandu","disambig_needed","https://en.wikipedia.org/wiki/Nandu_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a014b39b-a483-4558-ad2b-6072fa0f1b44","Haranath","disambig_needed","https://en.wikipedia.org/wiki/Haranath_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"61eee5cb-e4d7-4896-b0fa-984420b35f48","Poorna","disambig_needed","https://en.wikipedia.org/wiki/Shamna_Kasim","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ed8eaf85-c71d-4dbe-afc5-1bd0d66d7f79","Jayanthi","disambig_needed","https://en.wikipedia.org/wiki/Jayanthi_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"0584ecd1-d1b0-4171-9df2-d8123e00dd3e","Archana","disambig_needed","https://en.wikipedia.org/wiki/Archana_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"10726a73-8d97-41f1-8dbf-f3b5df94aeac","Sai Kumar","disambig_needed","https://en.wikipedia.org/wiki/Sai_Kumar_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"78800c0b-6a24-4b65-be8d-abb948158c34","Jeeva","disambig_needed","https://en.wikipedia.org/wiki/Jeeva_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"38babe21-d89b-4ccc-be5b-4d2d39c48f2b","Prema","disambig_needed","https://en.wikipedia.org/wiki/Prema_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"0569f627-54cb-4f11-8e24-2b728212010c","Tulasi","disambig_needed","https://en.wikipedia.org/wiki/Tulasi_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"6663a53b-0dfa-4b4b-932a-c43aafb6f9a4","Kaveri","disambig_needed","https://en.wikipedia.org/wiki/Kaveri_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"45effd62-5135-4007-afc4-97902483ee09","Laya","disambig_needed","https://en.wikipedia.org/wiki/Laya_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"e56a739b-c305-4fb6-a24e-f234f2661f92","Samyuktha","disambig_needed","https://en.wikipedia.org/wiki/Samyuktha_Menon","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"0cc96e22-e034-4e72-a870-7aabcf7ab2dc","K. Murali Mohan","not_found","https://en.wikipedia.org/wiki/K._Murali_Mohan_Rao","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"cadde48f-2522-448d-9a76-14af321f247d","V. Ramachandra Rao","not_found","https://en.wikipedia.org/wiki/V._Ramachandra_Rao","READY","Director"
"274a17df-ae7e-4e58-8ee0-ff1eaee6c833","Bellamkonda Srinivas","not_found","https://en.wikipedia.org/wiki/Bellamkonda_Sreenivas","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ee441731-3017-49d3-88ae-ff1a11f99d5b","Saritha","disambig_needed","https://en.wikipedia.org/wiki/Saritha","READY","Primary article"
"6e26b333-73af-401d-ab8c-35fcbc15d928","Anandhi","disambig_needed","https://en.wikipedia.org/wiki/Anandhi","READY","Primary article"
"09bb3e36-94a5-4372-9f44-0c6ac875bb0d","Ashwini","disambig_needed","https://en.wikipedia.org/wiki/Ashwini_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d434530d-44bb-4002-9ca4-9558f15d0a6e","Srikanth Meka","not_found","https://en.wikipedia.org/wiki/Meka_Srikanth","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"3f62e694-4a62-4c63-91b2-44eb59c6bc7f","Indraja","disambig_needed","https://en.wikipedia.org/wiki/Indraja","READY","Primary article"
"1ae8b834-1ce2-4a1d-9070-a584ae2f10aa","Nandu Vijay Krishna","not_found","https://en.wikipedia.org/wiki/Nandu_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"1e8b3bef-5646-417d-9844-a5921c9e9866","Anusha","disambig_needed","https://en.wikipedia.org/wiki/Anusha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"2320d7a8-9fe9-4219-a2c8-2cfc5f478059","R. S. Prakash","not_found","https://en.wikipedia.org/wiki/R._S._Prakash","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ec10df4d-efc7-4bde-a586-d079e0ccad1d","Veerabhadram","not_found","https://en.wikipedia.org/wiki/Veerabhadram_Chowdary","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"d99381d1-b5e7-41b3-8f82-426ff8f72416","Siva Nageshwara Rao","not_found","https://en.wikipedia.org/wiki/Sivanageswara_Rao","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ffbabfab-2a84-4b39-a54e-819f24c87a26","A. Chandra","not_found","https://en.wikipedia.org/wiki/A._Chandra","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ad5a279c-d549-43cc-b050-b55e225dce44","Devi Prasad","disambig_needed","https://en.wikipedia.org/wiki/Devi_Prasad_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5113ea5f-7cbb-42a5-9aeb-a4a8d6b927a0","G. Ram Prasad","not_found","https://en.wikipedia.org/wiki/G._Ram_Prasad","READY","Director"
"ce50ce06-41d8-405a-8022-4e7583aa4ea8","Mohan Gandhi","not_found","https://en.wikipedia.org/wiki/Mohan_Gandhi","READY","Director"
"b62e3bcc-5640-4db5-9d24-ef25bec226a3","Madan","disambig_needed","https://en.wikipedia.org/wiki/Madan_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"be1e9196-ba7b-4028-8df7-f5936605849f","Vikram Kumar","disambig_needed","https://en.wikipedia.org/wiki/Vikram_Kumar","READY","Director of 24 and Manam"
"52292e26-0955-4978-8929-c09687e16ffb","Khushboo","disambig_needed","https://en.wikipedia.org/wiki/Khushbu_Sundar","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"ca7cc781-8ed0-4b31-bfbc-9fe8b2cbbcb1","Ali Basha","not_found","https://en.wikipedia.org/wiki/Ali_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"8b608479-b580-44f6-b6b3-81edfdea7889","Urvashi","disambig_needed","https://en.wikipedia.org/wiki/Urvashi_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"30d83158-8474-41e0-9f8f-1dbc132a2136","Kavitha","disambig_needed","https://en.wikipedia.org/wiki/Kavitha_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"fa416e09-3231-4962-9ac7-0461d4dbd468","Naresh Agastya","not_found","https://en.wikipedia.org/wiki/Naresh_Agastya","READY","Mathu Vadalara actor"
"ab0e597a-5523-4c23-8449-bcf7e76ace93","Divya Vani","not_found","https://en.wikipedia.org/wiki/Divyavani","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"258ddfca-193c-4ec1-babc-f42ecbad95f0","Ravi Varma","disambig_needed","https://en.wikipedia.org/wiki/Ravi_Varma_(actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"2d1aea0b-b2c0-4ac5-a046-d88b41131319","Thiruveer Reddy","not_found","https://en.wikipedia.org/wiki/Thiruveer","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"71419a4a-bcfe-4073-bced-45f7b1b96999","Swetaa Varma","not_found","https://en.wikipedia.org/wiki/Swetaa_Varma","READY","Big Boss contestant"
"e32fc180-3bd8-405c-a96b-5a74aef91b5c","Neha Solanki","not_found","https://en.wikipedia.org/wiki/Neha_Solanki","READY","90ML actress"
"4e59545b-c075-4e13-8951-1c968b7b594b","Raashi Singh","not_found","https://en.wikipedia.org/wiki/Raashi_Singh","READY","Sashi actress"
"dfd3bd58-f844-402e-91c8-94f064185ea6","Priyanka Sharma","not_found","https://en.wikipedia.org/wiki/Priyanka_Sharma_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"4e703c38-2903-484e-9f58-2fbb6ae314a3","Sivaji Sontineni","not_found","https://en.wikipedia.org/wiki/Sivaji_(Telugu_actor)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"e2e8e202-b77f-4664-8f09-842fd8c2c5de","Abhirami","disambig_needed","https://en.wikipedia.org/wiki/Abhirami_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"90ebc80d-57e6-4aa8-a0b6-a31a8eab79cb","Jaishankar","disambig_needed","https://en.wikipedia.org/wiki/Jaishankar","READY","Primary article"
"f58162ed-bf83-451c-bdea-9dde625e3dc0","Sasikumar","disambig_needed","https://en.wikipedia.org/wiki/Sasikumar","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"717ee6aa-2986-4704-b134-ee342830c61c","Padmini","disambig_needed","https://en.wikipedia.org/wiki/Padmini_(actress)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"a342635c-d668-4a1c-a69b-926d29772e3c","Nandita Raj","not_found","https://en.wikipedia.org/wiki/Nandita_Raj","READY","Prematho Mee Karthik actress"
"32043db8-4b3d-44c4-9083-0335f1fd98d0","Rahul Sankrityan","not_found","https://en.wikipedia.org/wiki/Rahul_Sankrityan","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"10f6b25d-0425-4a54-98cf-b4903b1f6811","Krasna","disambig_needed","https://en.wikipedia.org/wiki/Norman_Krasna","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"5e615def-8c31-4168-866c-0d1d12498396","KVAS","disambig_needed","https://en.wikipedia.org/wiki/K._V._Anand","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"818fc262-61fc-42d4-b4b4-c4c8742dba54","Camp Sasi","not_found","https://en.wikipedia.org/wiki/Camp_Sasi","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"8820cb2a-93bb-4ba0-b68b-ebdb6f76300c","Vasanthkumar Reddy","not_found","https://en.wikipedia.org/wiki/Vasanth_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"0784f93a-d6d8-46ee-9d7b-cee56b9223f2","Sharath","disambig_needed","https://en.wikipedia.org/wiki/Sharath_(director)","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"85276bca-3260-4005-9a8f-92e4a9210d5b","BVS Rama Rao","not_found","https://en.wikipedia.org/wiki/B._V._S._Rama_Rao","AUTO_COMPLETED","Auto-completed with HIGH confidence"
"68590785-ef0f-4b29-887a-751ce0d17af4","B Saroja Devi","not_found","https://en.wikipedia.org/wiki/B._Saroja_Devi","AUTO_COMPLETED","Auto-completed with HIGH confidence"
